Provider ID,Hospital name,State,ZIP Code,Latitude,Longitude,Review Score,Hip and Knee Replacement Score,Hip and Knee Replacement Lower,Hip and Knee Replacement Upper,Heart Failure Death Score,Heart Failure Death Lower,Heart Failure Death Upper,Blood clots post surgery Score,Blood clots post surgery Lower,Blood clots post surgery Upper,Heart Attack Death Score,Heart Attack Death Lower,Heart Attack Death Upper,Post surgery Sepsis Score,Post surgery Sepsis Lower,Post surgery Sepsis Upper,Postop Respiratory Failure Score,Postop Respiratory Failure Lower,Postop Respiratory Failure Upper,Postop Dialysis need Score,Postop Dialysis need Lower,Postop Dialysis need Upper,Surgical Complication Deaths Score,Surgical Complication Deaths Lower,Surgical Complication Deaths Upper,Pneumonia death Score,Pneumonia death Lower,Pneumonia death Upper,Stroke death Score,Stroke death Lower,Stroke death Upper,Num_OB/GYN,Num_Ortho,Num_Pediatric,Num_Addiction,Num_Prev_Care,Num_Assist
231316,HILLS & DALES GENERAL HOSPITAL,MI,48726,43.604308,-83.181126,,2.6,1.4,4.6,11.3,7.6,16.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,14.7,10.6,20.1,Not Available,Not Available,Not Available,0,5,0,0,18,10
231317,SPECTRUM HEALTH KELSEY HOSPITAL,MI,48850,43.4411,-85.278516,94.0,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,14.7,10.3,20.6,Not Available,Not Available,Not Available,0,3,1,2,8,3
231318,"ASPIRUS IRON RIVER HOSPITAL & CLINICS, INC",MI,49935,46.09972,-88.620281,94.0,,Not Available,Not Available,14.1,10.3,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,15.7,12.3,19.6,Not Available,Not Available,Not Available,0,4,3,0,10,21
231319,ASPIRUS KEWEENAW HOSPITAL,MI,49913,47.237538,-88.444038,95.0,2.5,1.5,4.4,13.3,9.2,18.7,Not Available,Not Available,Not Available,13,9.7,17.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,16,12.0,21.0,14.1,10.4,19.2,4,5,0,0,27,12
231320,MERCY HEALTH LAKESHORE CAMPUS,MI,49455,43.607053,-86.36515,,,Not Available,Not Available,14.5,9.9,20.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,16.3,12.0,21.8,Not Available,Not Available,Not Available,0,2,0,1,16,14
231321,BELL HOSPITAL,MI,49849,46.498665,-87.68299300000002,,2.6,1.5,4.2,12.4,8.4,17.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,14.9,10.9,20.1,Not Available,Not Available,Not Available,4,6,0,0,12,18
231322,MUNSON HEALTHCARE CHARLEVOIX HOSPITAL,MI,49720,45.198331,-85.386241,,2.3,1.3,4.2,14.6,9.9,21.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,19.2,14.1,26.1,Not Available,Not Available,Not Available,1,13,0,0,38,11
231323,SPECTRUM HEALTH REED CITY HOSPITAL,MI,49677,43.819898,-85.523131,92.0,,Not Available,Not Available,13,8.9,18.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,18.8,14.2,24.3,Not Available,Not Available,Not Available,2,4,0,0,17,29
231324,EATON RAPIDS MEDICAL CENTER,MI,48827,42.496021,-84.657539,,2.4,1.3,4.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,14.1,9.9,19.8,Not Available,Not Available,Not Available,0,3,0,0,12,4
231325,MIDMICHIGAN MEDICAL CENTER-GLADWIN,MI,48624,43.975731,-84.495354,,,Not Available,Not Available,13.8,9.6,19.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,15.5,11.5,20.5,Not Available,Not Available,Not Available,2,2,3,0,30,57
231326,SPARROW CLINTON HOSPITAL,MI,48879,42.993435,-84.555808,,2.4,1.3,4.3,14,9.8,19.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,12.8,9.4,17.3,Not Available,Not Available,Not Available,5,5,1,0,20,1
231327,HAYES GREEN BEACH MEMORIAL HOSPITAL,MI,48813,42.564928,-84.831826,,2.3,1.3,4.1,13,8.9,18.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,14,10.2,18.9,Not Available,Not Available,Not Available,0,8,4,0,16,20
231328,ALLEGAN GENERAL HOSPITAL,MI,49010,42.520259,-85.856939,,2.4,1.4,4.1,12.2,8.5,17.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,13.6,10.1,18.0,Not Available,Not Available,Not Available,0,1,1,0,12,28
231329,MCLAREN CARO REGION,MI,48723,43.493151,-83.407157,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,16.6,12.0,22.5,Not Available,Not Available,Not Available,0,1,0,0,3,18
231330,MARLETTE REGIONAL HOSPITAL,MI,48453,43.332578999999996,-83.08015999999998,,,Not Available,Not Available,11,7.3,16.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,14.7,10.9,19.4,Not Available,Not Available,Not Available,6,7,0,0,6,16
231331,SPARROW IONIA HOSPITAL,MI,48846,42.935608,-85.07478,,,Not Available,Not Available,14.8,10.0,21.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,14.9,10.7,20.1,Not Available,Not Available,Not Available,0,6,0,0,21,6
231332,BRONSON LAKEVIEW HOSPITAL,MI,49079,42.221036,-85.898014,92.0,2.5,1.4,4.5,11.6,7.8,16.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,14.2,10.3,19.0,Not Available,Not Available,Not Available,0,6,0,0,14,22
231333,ASPIRUS IRONWOOD HOSPITAL,MI,49938,46.478193,-90.104689,93.0,,Not Available,Not Available,11.8,8.4,16.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,16.2,12.5,20.8,13.6,10.0,18.0,0,2,0,0,10,12
231334,PROMEDICA HERRICK HOSPITAL,MI,49286,42.002909,-83.93755,,3.2,1.8,5.6,11,7.3,15.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,14.5,10.0,20.2,Not Available,Not Available,Not Available,4,1,5,0,15,40
231337,ST FRANCIS HOSPITAL,MI,49829,45.74576,-87.094853,92.0,,Not Available,Not Available,12.9,9.5,17.3,Not Available,Not Available,Not Available,14,10.8,17.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,15.8,12.3,20.1,13.9,10.4,18.2,4,9,1,0,20,71
231338,SPECTRUM HEALTH GERBER MEMORIAL,MI,49412,43.464383000000005,-85.950763,92.0,2.3,1.3,4.0,10.8,7.4,15.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,13.8,10.3,18.4,13,9.5,17.3,2,12,10,0,20,46
233300,CHILDREN'S HOSPITAL OF MICHIGAN,MI,48201,42.351816,-83.05375,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,19,0,0,2
240001,NORTH MEMORIAL MEDICAL CENTER,MN,55422,45.014214,-93.321172,93.0,2.3,1.4,3.8,11.3,8.9,14.2,3.43,1.33,5.54,12.6,10.0,15.9,6.30,3.27,9.33,12.15,7.16,17.15,2.60,1.33,3.88,148.16,107.67,188.64,15.8,12.8,19.2,15.6,12.7,19.2,52,24,20,0,307,534
240002,ESSENTIA HEALTH ST MARY'S MEDICAL CENTER,MN,55805,46.792843,-92.096395,,2.3,1.6,3.3,14.4,11.7,17.4,2.57,0.75,4.40,11.7,9.6,14.2,3.82,1.27,6.38,4.31,0.14,8.48,0.83,0,1.83,158.76,119.89,197.64,14.8,12.3,17.8,14.4,11.5,17.5,4,24,0,0,20,227
240004,HENNEPIN COUNTY MEDICAL CENTER 1,MN,55415,44.97285,-93.262707,,3.2,1.8,5.6,9.5,6.7,13.3,5.07,2.87,7.27,12.7,9.4,16.7,6.96,3.65,10.27,8.40,2.57,14.23,1.12,0,2.47,190.65,148.22,233.08,15.4,12.1,19.5,15.7,12.1,20.0,19,26,34,13,218,246
240006,OLMSTED MEDICAL CENTER,MN,55904,44.020994,-92.439958,,2.4,1.4,4.0,11.9,8.1,17.2,3.64,0.74,6.53,Not Available,Not Available,Not Available,5.08,1.16,9.01,7.03,0,14.99,1.31,0,2.77,Not Available,Not Available,Not Available,15.4,11.2,21.0,Not Available,Not Available,Not Available,10,11,0,0,42,106
240010,MAYO CLINIC HOSPITAL ROCHESTER,MN,55902,44.021643,-92.481355,,1.7,1.3,2.3,8.6,7.2,10.3,3.60,2.72,4.49,11.2,9.3,13.4,5.47,4.41,6.53,5.80,4.16,7.44,1.28,0.84,1.72,130.97,110.33,151.62,13.2,11.3,15.3,14.2,11.8,16.9,20,106,42,0,95,974
240014,NORTHFIELD HOSPITAL,MN,55057,44.471385999999995,-93.191159,,3.1,1.7,5.3,11.1,7.6,15.8,5.83,2.95,8.71,Not Available,Not Available,Not Available,5.01,1.11,8.91,8.88,1.04,16.71,1.30,0,2.77,Not Available,Not Available,Not Available,15.1,10.9,20.3,Not Available,Not Available,Not Available,1,13,1,0,57,37
240018,MAYO CLINIC HEALTH SYSTEM - RED WING,MN,55066,44.560274,-92.575197,,2.6,1.5,4.4,10.5,7.0,15.2,3.47,0.64,6.29,Not Available,Not Available,Not Available,4.95,1.07,8.82,6.48,0,14.11,1.30,0,2.76,Not Available,Not Available,Not Available,16.8,12.1,22.3,Not Available,Not Available,Not Available,8,13,2,0,33,67
240019,ESSENTIA HEALTH DULUTH,MN,55805,46.793074,-92.094155,,,Not Available,Not Available,Not Available,Not Available,Not Available,3.53,0.68,6.38,Not Available,Not Available,Not Available,5.52,1.71,9.33,6.01,0,13.36,1.27,0,2.71,Not Available,Not Available,Not Available,15.6,11.4,21.1,Not Available,Not Available,Not Available,30,47,3,0,71,281
240020,CAMBRIDGE MEDICAL CENTER,MN,55008,45.56657,-93.229319,92.0,2.8,1.6,4.9,12.9,9.2,17.6,4.21,1.31,7.11,Not Available,Not Available,Not Available,5.12,1.18,9.06,7.21,0,15.26,1.31,0,2.78,Not Available,Not Available,Not Available,15.5,11.6,20.5,Not Available,Not Available,Not Available,1,15,2,0,56,75
240022,SANFORD WORTHINGTON MEDICAL CENTER,MN,56187,43.621858,-95.599179,,3.6,2.0,6.2,10.1,7.0,14.1,4.28,1.36,7.20,Not Available,Not Available,Not Available,5.13,1.19,9.08,9.31,1.31,17.32,1.31,0,2.77,Not Available,Not Available,Not Available,14.3,10.9,18.3,Not Available,Not Available,Not Available,2,5,0,0,29,33
240030,DOUGLAS COUNTY HOSPITAL,MN,56308,45.872669,-95.37638,,2.2,1.4,3.6,13.1,9.6,18.1,3.04,0.39,5.68,Not Available,Not Available,Not Available,4.61,0.87,8.36,8.64,2.26,15.01,1.28,0,2.74,Not Available,Not Available,Not Available,13.9,10.5,18.2,Not Available,Not Available,Not Available,5,12,0,0,33,54
240036,ST CLOUD HOSPITAL,MN,56303,45.575325,-94.17045,,2.4,1.5,3.6,8.4,6.5,10.6,2.64,0.94,4.35,12.5,10.2,15.2,3.42,0.89,5.95,6.90,3.02,10.79,1.72,0.69,2.75,140.78,103.59,177.97,13.1,10.8,15.9,10.4,8.3,12.9,54,19,8,0,146,354
240038,UNITED HOSPITAL,MN,55102,44.94185,-93.108302,95.0,3.0,1.9,4.6,11.2,8.8,14.1,5.15,3.22,7.08,12.4,9.7,15.6,3.59,0.86,6.32,4.81,0.4,9.23,0.79,0,1.93,160.73,114.9,206.56,14,11.2,17.4,14.4,11.7,17.5,20,43,13,0,205,450
240040,UNIVERSITY MEDICAL CENTER-MESABI/ MESABA CLINICS,MN,55746,47.411053,-92.929534,92.0,,Not Available,Not Available,12.1,8.3,17.2,3.70,0.78,6.62,Not Available,Not Available,Not Available,5.15,1.2,9.11,7.60,0,15.87,1.31,0,2.78,Not Available,Not Available,Not Available,16.4,12.3,21.4,13,9.4,17.8,3,3,3,0,47,70
240043,MAYO CLINIC HEALTH SYSTEM - ALBERT LEA AND AUSTIN,MN,56007,43.651558,-93.372469,,3.7,2.3,5.7,9.8,7.6,12.5,3.81,1.05,6.56,15.2,11.9,19.0,4.79,0.98,8.6,5.89,0,13.17,1.28,0,2.74,Not Available,Not Available,Not Available,13.4,10.9,16.3,12.6,9.6,16.5,12,15,0,2,124,300
240044,WINONA HEALTH SERVICES,MN,55987,44.033015999999996,-91.622136,88.0,2.5,1.4,4.4,9.4,6.6,13.0,3.56,0.70,6.43,Not Available,Not Available,Not Available,5.02,1.12,8.93,6.79,0,14.6,1.29,0,2.75,Not Available,Not Available,Not Available,11.9,9.0,15.3,14.4,11.0,18.5,2,3,1,0,20,76
240047,ST LUKES HOSPITAL,MN,55805,46.797027,-92.087038,,3.9,2.8,5.4,12.9,9.5,16.7,5.92,3.80,8.04,11.9,9.1,15.3,6.03,2.81,9.25,12.49,7,17.98,1.01,0,2.29,165.35,120.71,209.99,16.6,13.8,20.0,14.1,11.0,17.8,15,28,2,0,143,149
240050,FAIRVIEW LAKES MEDICAL CENTER,MN,55092,45.322267,-92.998466,93.0,2.5,1.4,4.2,12.3,8.7,16.7,3.53,0.68,6.39,Not Available,Not Available,Not Available,5.08,1.15,9.01,7.09,0,15.07,1.31,0,2.78,Not Available,Not Available,Not Available,14.3,10.4,19.2,14,9.9,19.1,11,18,4,0,178,209
240052,LAKE REGION HEALTHCARE CORPORATION,MN,56537,46.277138,-96.072407,,3.3,1.9,5.5,11.7,8.2,16.4,3.37,0.58,6.15,Not Available,Not Available,Not Available,4.65,0.89,8.4,10.35,3.41,17.28,1.26,0,2.7,Not Available,Not Available,Not Available,16.7,12.7,21.2,Not Available,Not Available,Not Available,2,2,1,0,15,25
240053,PARK NICOLLET METHODIST HOSPITAL,MN,55426,44.927054,-93.362391,95.0,3.3,2.3,4.7,12.9,10.7,15.6,2.31,0.30,4.32,11.5,9.0,14.6,8.39,5.4,11.38,7.68,2.73,12.64,1.23,0,2.47,125.46,82.85,168.06,12.1,10.3,14.3,13.6,11.0,16.7,108,96,92,0,828,1080
240056,RIDGEVIEW MEDICAL CENTER,MN,55387,44.843306,-93.790772,,2.3,1.4,3.9,13.4,10.1,17.3,3.53,0.88,6.19,14.1,10.4,18.5,5.17,1.48,8.86,6.94,0.02,13.86,1.23,0,2.66,Not Available,Not Available,Not Available,16.8,13.3,21.2,13.5,9.6,18.2,27,31,7,0,92,152
240057,ABBOTT NORTHWESTERN HOSPITAL,MN,55407,44.951954,-93.262248,94.0,1.9,1.3,3.0,11.7,9.7,14.2,3.88,2.35,5.41,11.5,9.4,14.1,7.02,4.85,9.18,5.32,2.12,8.52,1.97,1.1,2.83,175.89,139.2,212.57,13.3,10.8,16.3,13,10.6,16.0,160,130,61,0,749,998
240059,REGINA HOSPITAL,MN,55033,44.747131,-92.871399,95.0,2.9,1.6,4.8,11.9,8.3,16.6,3.66,0.76,6.56,Not Available,Not Available,Not Available,5.12,1.18,9.06,7.15,0,15.17,1.31,0,2.78,Not Available,Not Available,Not Available,15.2,11.2,20.1,Not Available,Not Available,Not Available,13,12,0,0,58,45
240063,ST JOSEPH'S HOSPITAL,MN,55102,44.949062,-93.100127,,2.6,1.6,4.2,10.2,7.9,12.9,3.53,1.18,5.88,14.8,11.9,18.2,5.16,1.88,8.43,24.16,18.24,30.09,2.22,0.97,3.48,157.21,111.77,202.65,12.3,9.7,15.3,13.7,10.8,17.1,2,21,20,5,359,414
240064,GRAND ITASCA CLINIC AND HOSPITAL,MN,55744,47.221039000000005,-93.554716,,2.5,1.3,4.5,13.4,9.8,18.3,3.64,0.75,6.54,Not Available,Not Available,Not Available,5.12,1.18,9.06,7.26,0,15.34,1.31,0,2.78,Not Available,Not Available,Not Available,16.3,12.5,20.9,15,11.2,20.1,3,7,2,0,37,31
240066,LAKEVIEW MEMORIAL HOSPITAL,MN,55082,45.048126,-92.818489,94.0,2.2,1.4,3.4,11,7.9,15.5,4.37,1.75,6.99,Not Available,Not Available,Not Available,7.14,3.47,10.81,6.53,0,13.26,1.26,0,2.71,Not Available,Not Available,Not Available,15.7,11.7,20.5,13.9,10.1,18.8,5,52,1,0,54,117
240069,OWATONNA HOSPITAL,MN,55060,44.109798,-93.236301,91.0,2.4,1.3,4.1,13.9,10.0,18.9,4.17,1.29,7.05,Not Available,Not Available,Not Available,5.09,1.16,9.01,7.11,0,15.11,1.31,0,2.77,Not Available,Not Available,Not Available,13.3,9.8,17.7,13.6,9.8,18.1,2,5,0,0,43,32
240071,DISTRICT ONE HOSPITAL,MN,55021,44.288715,-93.256022,91.0,2.4,1.3,4.2,12.9,8.6,18.7,3.79,0.83,6.74,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,13.5,9.6,18.6,Not Available,Not Available,Not Available,0,17,2,0,35,35
240075,ESSENTIA HEALTH ST JOSEPH'S MEDICAL CENTER,MN,56401,46.362509,-94.205143,,3.6,2.3,5.4,11.5,8.8,15.1,4.69,2.11,7.26,11.8,8.8,15.5,6.00,2.27,9.73,8.56,1.64,15.49,1.27,0,2.71,Not Available,Not Available,Not Available,15.4,12.0,19.6,13,9.5,17.3,10,12,0,0,48,114
240076,BUFFALO HOSPITAL,MN,55313,45.1932,-93.87053,92.0,2.3,1.3,4.1,10.2,7.0,14.5,3.59,0.71,6.46,Not Available,Not Available,Not Available,5.04,1.13,8.95,7.04,0,15.01,1.31,0,2.78,Not Available,Not Available,Not Available,14.1,10.3,19.1,Not Available,Not Available,Not Available,9,7,7,0,54,77
240078,FAIRVIEW SOUTHDALE HOSPITAL,MN,55435,44.886278999999995,-93.328857,93.0,2.7,1.9,4.1,10.5,8.4,12.9,2.35,0.32,4.38,11.7,9.3,14.8,5.15,2.03,8.26,3.18,0,8.52,0.97,0,2.23,151.35,109.13,193.57,15.6,13.3,18.4,15,12.1,18.5,38,78,9,0,93,405
240080,"UNIVERSITY OF MINNESOTA  MEDICAL CENTER, FAIRVIEW",MN,55454,44.966335,-93.23812,94.0,2.4,1.5,3.9,11.4,8.6,14.8,4.43,2.72,6.13,14.2,10.6,18.2,5.29,3.05,7.54,5.64,1.96,9.31,0.80,0,1.79,181.22,143.92,218.52,13.8,10.9,17.1,12.5,9.2,16.5,134,53,122,0,579,907
240084,ESSENTIA HEALTH VIRGINIA,MN,55792,47.530711,-92.548797,,3.0,1.7,5.3,12.2,8.3,16.9,4.20,1.31,7.09,Not Available,Not Available,Not Available,6.56,2.66,10.45,6.71,0,14.49,1.30,0,2.76,Not Available,Not Available,Not Available,17.2,12.9,22.5,14.5,10.7,19.3,12,14,1,0,58,97
240088,CARRIS HEALTH LLC,MN,56201,45.120514,-95.046366,,2.8,1.6,5.1,13.6,10.0,18.5,3.41,0.61,6.21,Not Available,Not Available,Not Available,5.33,1.59,9.07,11.03,3.83,18.22,1.27,0,2.71,Not Available,Not Available,Not Available,14.1,10.7,18.3,14,10.3,18.7,9,4,0,0,49,50
240093,MAYO CLINIC HEALTH SYSTEM - MANKATO,MN,56001,44.165046999999994,-93.983738,,2.5,1.5,4.2,11.8,9.2,14.8,4.63,2.18,7.07,12.5,10.0,15.6,4.14,1.05,7.23,3.68,0,8.69,1.03,0,2.33,147.42,101.01,193.82,15.4,12.3,19.1,14.9,11.8,18.5,25,17,3,0,159,260
240100,SANFORD BEMIDJI MEDICAL CENTER,MN,56601,47.505009,-94.898125,90.0,2.4,1.5,4.0,9.5,7.0,12.6,4.34,1.86,6.82,11.6,9.1,14.9,4.63,1.14,8.12,9.39,3.64,15.13,1.54,0.16,2.92,144.40,97.75,191.06,15,11.9,18.3,13.4,9.9,17.4,19,16,7,0,40,91
240101,ESSENTIA HEALTH ST MARYS - DETROIT LAKES,MN,56501,46.815307000000004,-95.845453,,2.7,1.5,4.7,9.8,6.7,14.3,3.58,0.71,6.45,Not Available,Not Available,Not Available,5.04,1.13,8.96,6.93,0,14.83,1.30,0,2.76,Not Available,Not Available,Not Available,13.7,10.1,18.4,Not Available,Not Available,Not Available,9,5,0,0,26,101
240104,ST FRANCIS REGIONAL MEDICAL CENTER,MN,55379,44.770075,-93.503569,94.0,2.6,1.5,4.4,13.9,10.2,18.6,3.31,0.55,6.07,Not Available,Not Available,Not Available,4.88,1.03,8.73,6.08,0,13.48,1.29,0,2.74,Not Available,Not Available,Not Available,14,10.3,18.3,14,10.0,19.1,1,21,3,0,87,104
240106,REGIONS HOSPITAL,MN,55101,44.955338,-93.096277,92.0,3.0,1.8,4.9,12.5,9.6,15.6,2.83,1.00,4.66,13.5,10.6,17.1,4.53,1.75,7.31,4.60,0,9.24,1.35,0.19,2.5,139.42,99.03,179.81,16.7,13.6,20.4,15.2,12.5,18.5,64,73,68,2,275,574
240115,MERCY HOSPITAL,MN,55433,45.183842,-93.368221,93.0,2.6,1.6,4.1,10.5,8.3,13.4,2.83,0.73,4.94,12.9,10.1,16.2,4.32,1.33,7.32,2.80,0,7.81,1.75,0.55,2.94,174.42,129.75,219.08,13.4,10.7,17.1,14.2,10.8,18.1,34,32,4,7,81,367
240141,FAIRVIEW NORTHLAND REGIONAL HOSPITAL,MN,55371,45.55888,-93.588931,92.0,2.3,1.2,4.2,12.7,8.8,18.6,3.64,0.75,6.54,Not Available,Not Available,Not Available,5.10,1.17,9.04,7.16,0,15.19,1.31,0,2.77,Not Available,Not Available,Not Available,14.3,10.4,19.6,Not Available,Not Available,Not Available,4,19,4,0,92,114
240166,MAYO CLINIC HEALTH SYSTEM - FAIRMONT,MN,56031,43.637688,-94.451728,,4.1,2.5,6.9,12.5,9.2,16.7,3.63,0.74,6.52,Not Available,Not Available,Not Available,5.10,1.17,9.04,7.23,0,15.29,1.31,0,2.78,Not Available,Not Available,Not Available,16.2,12.2,20.9,Not Available,Not Available,Not Available,4,17,0,0,15,78
240187,HUTCHINSON HEALTH,MN,55350,44.875105,-94.375533,,2.6,1.4,4.4,12.7,8.8,17.5,4.72,1.84,7.60,Not Available,Not Available,Not Available,5.03,1.12,8.93,6.90,0,14.79,1.29,0,2.75,Not Available,Not Available,Not Available,13.1,9.4,18.4,Not Available,Not Available,Not Available,4,4,0,0,43,49
240196,PHILLIPS EYE INSTITUTE,MN,55404,44.960478,-93.265106,95.0,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,0,0,0,34
240206,RED LAKE HOSPITAL A,MN,56671,47.85443,-95.00397,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,0,0,1,11
240207,FAIRVIEW RIDGES HOSPITAL,MN,55337,44.749947,-93.274858,95.0,3.2,2.1,4.9,11,8.3,14.5,3.00,0.55,5.44,14,10.7,17.9,6.25,2.64,9.85,4.06,0,10.1,1.25,0,2.68,Not Available,Not Available,Not Available,13.5,10.6,16.9,14,10.2,18.6,30,48,23,0,72,247
240210,HEALTHEAST ST JOHN'S HOSPITAL,MN,55109,45.028131,-93.033508,,2.8,1.5,4.9,10.1,7.7,13.2,3.76,1.33,6.18,12.2,9.4,15.9,6.00,2.81,9.18,34.75,29.73,39.78,1.90,0.52,3.27,149.34,103.29,195.4,15.4,12.5,18.7,12.8,9.7,16.6,18,10,2,0,150,210
240213,HEALTHEAST WOODWINDS HOSPITAL,MN,55125,44.92351,-92.975353,,1.5,1.0,2.4,11.3,8.5,15.3,3.63,1.10,6.15,12.7,9.4,16.8,5.17,1.48,8.87,15.87,9.4,22.34,1.26,0,2.7,Not Available,Not Available,Not Available,13.1,10.0,16.9,12.7,9.1,17.2,0,46,10,0,91,167
240214,MAPLE GROVE HOSPITAL,MN,55369,45.133377,-93.479488,96.0,2.6,1.6,4.3,9.8,6.8,14.0,3.18,0.47,5.89,Not Available,Not Available,Not Available,4.69,0.91,8.46,10.60,3.52,17.68,1.28,0,2.74,Not Available,Not Available,Not Available,13.6,9.9,18.3,Not Available,Not Available,Not Available,7,42,0,0,9,104
241300,MAHNOMEN HEALTH CENTER,MN,56557,47.310998,-95.963144,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,6,0,0,12,9
241301,LAKEWOOD HEALTH CENTER,MN,56623,48.707427,-94.601172,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,0,0,9,8
