Provider ID,Hospital Name,Measure ID,Gastrointestinal,Eye,Nervous System,Musculoskeletal,Skin,Genitourinary,Cardiovascular,Respiratory,Other,Footnote,Measure Start Date,Measure End Date
261321,HEDRICK MEDICAL CENTER,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
261323,CEDAR COUNTY MEMORIAL HOSPITAL,OP-26,163,26,0,21,0,0,0,0,0,,01/01/2017,12/31/2017
261324,CASS REGIONAL MEDICAL CENTER,OP-26,260,138,0,378,114,9,10,97,256,,01/01/2017,12/31/2017
261327,RAY COUNTY MEMORIAL HOSPITAL,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
261328,NORTHWEST MEDICAL CENTER,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
261330,STE GENEVIEVE COUNTY MEMORIAL HOSPITAL,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
261333,PIKE COUNTY MEMORIAL HOSPITAL,OP-26,192,128,169,39,0,0,0,0,0,,01/01/2017,12/31/2017
261334,I-70 COMMUNITY HOSPITAL,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
261337,MISSOURI BAPTIST SULLIVAN HOSPITAL,OP-26,206,155,0,8,70,79,9,0,4,,01/01/2017,12/31/2017
270003,ST PETERS HOSPITAL,OP-26,5486,0,2077,1796,1334,448,3823,162,99,,01/01/2017,12/31/2017
270004,BILLINGS CLINIC HOSPITAL,OP-26,6979,732,105,1029,15337,2854,1409,1504,242,,01/01/2017,12/31/2017
270012,BENEFIS HOSPITALS INC,OP-26,3620,480,244,792,1481,511,501,309,83,,01/01/2017,12/31/2017
270014,ST PATRICK HOSPITAL,OP-26,3298,253,176,53,269,568,864,56,101,,01/01/2017,12/31/2017
270017,ST JAMES HEALTHCARE,OP-26,956,0,27,25,324,99,18,16,24,,01/01/2017,12/31/2017
270023,COMMUNITY MEDICAL CENTER,OP-26,262,0,121,84,118,342,79,28,66,,01/01/2017,12/31/2017
270032,NORTHERN MONTANA HOSPITAL,OP-26,394,460,3,162,3,20,3,1,0,,01/01/2017,12/31/2017
270049,ST VINCENT HEALTHCARE,OP-26,2640,0,226,83,1647,181,310,160,85,,01/01/2017,12/31/2017
270051,KALISPELL REGIONAL MEDICAL CENTER,OP-26,3120,0,152,80,20,184,47,182,23,,01/01/2017,12/31/2017
270057,BOZEMAN HEALTH DEACONESS HOSPITAL,OP-26,2303,1433,20,646,110,525,2,126,60,,01/01/2017,12/31/2017
270086,GREAT FALLS CLINIC HOSPITAL,OP-26,363,0,46,132,12,380,50,41,11,,01/01/2017,12/31/2017
270087,THE HEALTHCENTER,OP-26,114,2238,743,764,168,586,0,4,112,,01/01/2017,12/31/2017
270089,BIG SKY MEDICAL CENTER,OP-26,35,0,0,0,0,0,0,0,0,,01/01/2017,12/31/2017
271302,DAHL MEMORIAL HEALTHCARE ASSOC,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
271305,MCCONE COUNTY HEALTH CENTER,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
271309,PRAIRIE COMMUNITY HOSPITAL,OP-26,0,0,0,0,0,0,0,0,0,,01/01/2017,12/31/2017
271310,GARFIELD COUNTY HEALTH CENTER,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
271318,BARRETT HOSPITAL & HEALTHCARE,OP-26,542,32,5,244,31,48,2,0,41,,01/01/2017,12/31/2017
271320,CABINET PEAKS MEDICAL CENTER,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
271321,WHEATLAND MEMORIAL HOSPITAL,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
271325,ST LUKE COMMUNITY HOSPITAL,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
271329,MADISON VALLEY MEDICAL CENTER,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
271335,COMMUNITY HOSPITAL OF ANACONDA,OP-26,711,36,26,93,13,64,7,1,0,,01/01/2017,12/31/2017
271336,NORTH VALLEY HOSPITAL,OP-26,410,0,1,246,20,220,0,2,3,,01/01/2017,12/31/2017
271338,BIG HORN CO MEMORIAL HOSPITAL,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
271341,TRINITY HOSPITAL,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
271342,DANIELS MEMORIAL HOSPITAL,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
271343,PROVIDENCE ST JOSEPH MEDICAL CENTER,OP-26,367,0,0,56,48,7,0,1,7,,01/01/2017,12/31/2017
271344,SIDNEY HEALTH CENTER,OP-26,471,15,0,294,31,0,0,0,267,,01/01/2017,12/31/2017
271345,CENTRAL MONTANA MEDICAL CENTER,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
271346,ROUNDUP MEMORIAL HEALTHCARE,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
271347,HOLY ROSARY HEALTHCARE,OP-26,372,104,0,54,65,5,0,0,4,,01/01/2017,12/31/2017
280003,BRYAN MEDICAL CENTER,OP-26,3585,25,300,535,2851,939,5535,375,102,,01/01/2017,12/31/2017
280009,CHI HEALTH GOOD SAMARITAN,OP-26,1226,0,53,82,301,562,295,38,35,,01/01/2017,12/31/2017
280013,THE NEBRASKA MEDICAL CENTER,OP-26,4930,924,255,382,2771,1246,1023,2221,379,,01/01/2017,12/31/2017
280020,CHI HEALTH ST ELIZABETH,OP-26,1468,0,43,115,5671,497,62,144,135,,01/01/2017,12/31/2017
280023,CHI HEALTH ST FRANCIS,OP-26,621,0,72,71,887,82,73,9,96,,01/01/2017,12/31/2017
280032,MARY LANNING HEALTHCARE,OP-26,654,30,48,270,225,149,84,170,48,,01/01/2017,12/31/2017
280040,METHODIST HOSPITAL,OP-26,2045,0,101,1354,525,2124,1210,397,370,,01/01/2017,12/31/2017
280060,CHI HEALTH CREIGHTON UNIVERSITY MEDICAL CENTER - B,OP-26,4915,8,24,208,3300,810,1369,220,117,,01/01/2017,12/31/2017
280061,REGIONAL WEST MEDICAL CENTER,OP-26,1176,2,37,217,295,286,34,23,30,,01/01/2017,12/31/2017
280065,GREAT PLAINS HEALTH,OP-26,219,0,16,78,927,292,203,53,62,,01/01/2017,12/31/2017
280077,METHODIST FREMONT HEALTH,OP-26,1164,656,19,107,2311,240,81,33,34,,01/01/2017,12/31/2017
280081,CHI HEALTH IMMANUEL,OP-26,884,0,52,390,85,168,13,20,39,,01/01/2017,12/31/2017
280105,CHI HEALTH MIDLANDS,OP-26,878,15,0,73,83,125,33,0,45,,01/01/2017,12/31/2017
280111,COLUMBUS COMMUNITY HOSPITAL,OP-26,1281,0,33,299,801,305,32,1,39,,01/01/2017,12/31/2017
280125,FAITH REGIONAL HEALTH SERVICES,OP-26,483,0,7,140,2168,168,235,24,32,,01/01/2017,12/31/2017
280127,LINCOLN SURGICAL HOSPITAL,OP-26,1924,3724,98,876,18,175,0,0,5,,01/01/2017,12/31/2017
280128,CHI HEALTH NEBRASKA HEART,OP-26,11,0,0,1,6,0,1961,0,1,,01/01/2017,12/31/2017
280129,NEBRASKA ORTHOPAEDIC HOSPITAL,OP-26,0,0,124,3261,22,0,0,0,1,,01/01/2017,12/31/2017
280130,CHI HEALTH LAKESIDE,OP-26,2295,0,25,166,1042,442,20,27,176,,01/01/2017,12/31/2017
280131,MIDWEST SURGICAL HOSPITAL LLC,OP-26,0,0,0,517,6,0,0,0,0,,01/01/2017,12/31/2017
280132,BELLEVUE MEDICAL CENTER,OP-26,1634,0,39,130,241,89,90,0,47,,01/01/2017,12/31/2017
280133,"NEBRASKA SPINE HOSPITAL, LLC",OP-26,0,0,292,0,1,0,0,0,0,,01/01/2017,12/31/2017
280134,KEARNEY REGIONAL MEDICAL CENTER,OP-26,1662,0,58,58,57,221,343,49,21,,01/01/2017,12/31/2017
281300,HARLAN COUNTY HEALTH SYSTEM,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
281301,FILLMORE COUNTY HOSPITAL,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
281302,PAWNEE COUNTY MEMORIAL HOSPITAL,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
281303,NIOBRARA VALLEY HOSPITAL,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
281304,THAYER COUNTY HEALTH SERVICES,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
281305,KIMBALL HEALTH SERVICES,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
281306,KEARNEY COUNTY HEALTH SERVICES HOSPITAL,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
281307,SAUNDERS MEDICAL CENTER,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
281308,HENDERSON HEALTH CARE SERVICES,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
281309,COMMUNITY MEMORIAL HOSPITAL,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
281310,REGIONAL WEST GARDEN COUNTY HOSPITAL,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
281311,FRANKLIN COUNTY MEMORIAL HOSPITAL,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
281312,GENOA COMMUNITY HOSPITAL,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
281313,GOTHENBURG MEMORIAL HOSPITAL,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
281314,ANNIE JEFFREY MEMORIAL COUNTY HEALTH CENTER,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
310032,INSPIRA MEDICAL CENTER VINELAND,OP-26,3632,0,18,749,676,605,171,194,113,,01/01/2017,12/31/2017
281315,BRODSTONE MEMORIAL HOSP,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
281316,WEBSTER COUNTY COMMUNITY HOSPITAL,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
281318,MORRILL COUNTY COMMUNITY HOSPITAL,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
281319,JEFFERSON COMMUNITY HEALTH CENTER,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
281320,MEMORIAL HOSPITAL,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
281321,OAKLAND MERCY HOSPITAL,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
281322,ST FRANCIS MEMORIAL HOSPITAL,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
281323,CHI HEALTH SCHUYLER,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
281324,NEMAHA COUNTY HOSPITAL,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
281325,BROWN COUNTY HOSPITAL,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
281326,ANTELOPE MEMORIAL HOSPITAL,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
281327,COZAD COMMUNITY HOSPITAL,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
281328,MERRICK MEDICAL CENTER,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
281329,AVERA ST ANTHONY'S HOSPITAL,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
281330,WARREN MEMORIAL HOSPITAL,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
281331,AVERA CREIGHTON HOSPITAL,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
281332,BUTLER COUNTY HEALTH CARE CENTER,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
281333,ROCK COUNTY HOSPITAL,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
281334,BOONE COUNTY HEALTH CENTER,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
281335,CALLAWAY DISTRICT HOSPITAL,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
281336,YORK GENERAL HOSPITAL,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
281338,HOWARD COUNTY MEDICAL CENTER,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
281339,MEMORIAL HEALTH CARE SYSTEMS,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
281340,DUNDY COUNTY HOSPITAL,OP-26,104,0,0,44,0,0,3,0,0,,01/01/2017,12/31/2017
281341,CHADRON COMMUNITY HOSPITAL CORP,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
281342,CHI HEALTH ST MARY'S,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
281343,WEST HOLT MEMORIAL HOSPITAL,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
281344,CHERRY COUNTY HOSPITAL,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
281345,PROVIDENCE MEDICAL CENTER,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
281346,CHI HEALTH PLAINVIEW,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
281347,OSMOND GENERAL HOSPITAL,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
281348,TRI VALLEY HEALTH SYSTEM,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
281349,PENDER COMMUNITY HOSPITAL,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
281350,JOHNSON COUNTY HOSPITAL,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
281351,CHASE COUNTY COMMUNITY HOSPITAL,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
281352,"COMMUNITY MEDICAL CENTER, INC",OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
281353,VALLEY COUNTY HEALTH SYSTEM,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
281354,CRETE AREA MEDICAL CENTER,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
281355,OGALLALA COMMUNITY HOSPITAL,OP-26,212,21,10,24,362,14,16,8,3,,01/01/2017,12/31/2017
281356,PERKINS COUNTY HEALTH SERVICES,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
281357,SIDNEY REGIONAL MEDICAL CENTER,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
281358,GORDON MEMORIAL HOSPITAL DISTRICT,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
281359,MEMORIAL COMMUNITY HOSPITAL MCH & HEALTH SYSTEM,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
281360,BOX BUTTE GENERAL HOSPITAL,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
281361,LEXINGTON REGIONAL HEALTH CENTER,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
281362,PHELPS MEMORIAL HEALTH CENTER,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
281363,COMMUNITY HOSPITAL,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
281364,"BEATRICE COMMUNITY HOSPITAL & HEALTH CENTER, INC",OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
281365,JENNIE M MELHAM MEMORIAL MEDICAL CENTER,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
290001,RENOWN REGIONAL MEDICAL CENTER,OP-26,1463,643,745,519,1867,760,317,158,312,,01/01/2017,12/31/2017
290003,SUNRISE HOSPITAL AND MEDICAL CENTER,OP-26,828,1,35,311,5481,745,786,42,199,,01/01/2017,12/31/2017
290005,NORTH VISTA HOSPITAL,OP-26,221,0,0,85,450,0,8,1,1,,01/01/2017,12/31/2017
290007,UNIVERSITY MEDICAL CENTER,OP-26,1487,0,51,197,3013,297,177,179,82,,01/01/2017,12/31/2017
290008,NORTHEASTERN NEVADA REGIONAL HOSPITAL,OP-26,674,436,8,255,944,44,35,4,4,,01/01/2017,12/31/2017
290009,SAINT MARY'S REGIONAL MEDICAL CENTER,OP-26,940,0,92,489,3262,494,656,122,104,,01/01/2017,12/31/2017
290012,ST ROSE DOMINICAN HOSPITALS - ROSE DE LIMA CAMPUS,OP-26,95,0,0,207,23,23,97,6,6,,01/01/2017,12/31/2017
290019,CARSON TAHOE REGIONAL MEDICAL CENTER,OP-26,1275,0,174,1404,11023,1664,424,210,257,,01/01/2017,12/31/2017
290021,VALLEY HOSPITAL MEDICAL CENTER,OP-26,1264,0,37,453,246,183,116,190,88,,01/01/2017,12/31/2017
290022,DESERT SPRINGS HOSPITAL,OP-26,1217,0,8,378,218,110,883,2,113,,01/01/2017,12/31/2017
290032,NORTHERN NEVADA MEDICAL CENTER,OP-26,759,0,331,368,62,146,131,0,12,,01/01/2017,12/31/2017
290039,MOUNTAINVIEW HOSPITAL,OP-26,1691,0,120,407,3259,614,848,150,114,,01/01/2017,12/31/2017
290041,SUMMERLIN HOSPITAL MEDICAL CENTER,OP-26,2249,0,15,99,251,1468,572,127,160,,01/01/2017,12/31/2017
290045,ST ROSE DOMINICAN HOSPITALS - SIENA CAMPUS,OP-26,1728,0,343,360,134,444,264,73,89,,01/01/2017,12/31/2017
290046,SPRING VALLEY HOSPITAL MEDICAL CENTER,OP-26,335,0,81,307,147,547,137,9,78,,01/01/2017,12/31/2017
290047,SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER,OP-26,1373,0,202,982,57,572,137,104,29,,01/01/2017,12/31/2017
290049,RENOWN SOUTH MEADOWS MEDICAL CENTER,OP-26,832,154,352,1838,53,56,2,29,2,,01/01/2017,12/31/2017
290053,ST ROSE DOMINICAN HOSPITALS - SAN MARTIN CAMPUS,OP-26,642,0,31,304,231,176,92,29,170,,01/01/2017,12/31/2017
290054,CENTENNIAL HILLS HOSPITAL MEDICAL CENTER,OP-26,1472,0,30,456,41,319,238,2,16,,01/01/2017,12/31/2017
290057,HENDERSON HOSPITAL,OP-26,143,0,4,320,123,178,118,0,52,,01/01/2017,12/31/2017
291300,MOUNT GRANT GENERAL HOSPITAL,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
291301,INCLINE VILLAGE HEALTH CENTER,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
310034,RIVERVIEW MEDICAL CENTER,OP-26,1668,530,218,296,280,867,143,139,134,,01/01/2017,12/31/2017
291302,WILLIAM BEE RIRIE HOSPITAL,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
291303,BATTLE MOUNTAIN GENERAL HOSPITAL,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
291304,PERSHING GENERAL HOSPITAL,OP-26,0,0,0,0,0,0,0,0,0,,01/01/2017,12/31/2017
291306,CARSON VALLEY MEDICAL CENTER,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
291307,MESA VIEW REGIONAL HOSPITAL,OP-26,275,55,10,112,136,66,0,0,2,,01/01/2017,12/31/2017
291308,HUMBOLDT GENERAL HOSPITAL,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
291309,BOULDER CITY HOSPITAL,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
291311,DESERT VIEW HOSPITAL,OP-26,34,161,0,0,0,0,0,0,51,,01/01/2017,12/31/2017
291312,GROVER C DILS MEDICAL CENTER,OP-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,01/01/2017,12/31/2017
291313,BANNER CHURCHILL COMMUNITY HOSPITAL,OP-26,623,133,0,60,9,18,0,5,11,,01/01/2017,12/31/2017
