Provider ID,Hospital name,State,ZIP Code,Latitude,Longitude
261328,NORTHWEST MEDICAL CENTER,MO,64402,40.252124,-94.325476
261329,COX MONETT HOSPITAL,MO,65708,36.926633,-93.93125
261330,STE GENEVIEVE COUNTY MEMORIAL HOSPITAL,MO,63670,37.968347,-90.053968
261331,FREEMAN NEOSHO HOSPITAL,MO,64850,36.867614,-94.368787
261332,CARROLL COUNTY MEMORIAL HOSPITAL,MO,64633,39.376161,-93.494218
261333,PIKE COUNTY MEMORIAL HOSPITAL,MO,63353,39.441679,-91.065383
261334,I-70 COMMUNITY HOSPITAL,MO,65351,38.978284,-93.417635
261335,MERCY ST FRANCIS HOSPITAL,MO,65548,37.001665,-91.696368
261336,IRON COUNTY MEDICAL CENTER,MO,63663,37.608757,-90.62919
261337,MISSOURI BAPTIST SULLIVAN HOSPITAL,MO,63080,38.195574,-91.169288
261338,MERCY HOSPITAL CARTHAGE,MO,64836,37.1367,-94.320872
263301,ST LOUIS CHILDRENS HOSPITAL,MO,63110,38.625401000000004,-90.268132
263302,CHILDRENS MERCY HOSPITAL,MO,64108,39.08275,-94.578611
263303,RANKEN JORDAN A PEDIATRIC REHAB,MO,63043,38.7095,-90.415893
263304,SHRINERS HOSPITALS FOR CHILDREN,MO,63110,38.632989,-90.257821
270003,ST PETERS HOSPITAL,MT,59601,46.583065999999995,-111.997418
270004,BILLINGS CLINIC HOSPITAL,MT,59101,45.790452,-108.51415
270012,BENEFIS HOSPITALS INC,MT,59405,47.491848,-111.262615
270014,ST PATRICK HOSPITAL,MT,59806,46.873905,-113.999891
270017,ST JAMES HEALTHCARE,MT,59701,46.00928,-112.546068
270023,COMMUNITY MEDICAL CENTER,MT,59804,46.842062,-114.055919
270032,NORTHERN MONTANA HOSPITAL,MT,59501,48.539326,-109.686363
270049,ST VINCENT HEALTHCARE,MT,59101,45.793166,-108.520281
270051,KALISPELL REGIONAL MEDICAL CENTER,MT,59901,48.215685,-114.324753
270057,BOZEMAN HEALTH DEACONESS HOSPITAL,MT,59715,45.670278,-111.017239
270074,P H S INDIAN HOSPITAL AT BROWNING - BLACKFEET,MT,59417,48.565615,-113.019658
270086,GREAT FALLS CLINIC HOSPITAL,MT,59405,47.487737,-111.254561
270087,THE HEALTHCENTER,MT,59901,48.216208,-114.324047
270089,BIG SKY MEDICAL CENTER,MT,59716,45.2608,-111.300738
271300,POPLAR COMMUNITY HOSPITAL,MT,59255,48.114957,-105.192124
271301,FALLON MEDICAL COMPLEX HOSPITAL,MT,59313,46.365532,-104.281553
271302,DAHL MEMORIAL HEALTHCARE ASSOC,MT,59324,45.887724,-104.548785
271303,GRANITE COUNTY MEDICAL CENTER,MT,59858,46.332755,-113.294207
271304,MISSOURI RIVER MEDICAL CENTER,MT,59442,47.820547999999995,-110.67216100000002
271305,MCCONE COUNTY HEALTH CENTER,MT,59215,47.418937,-105.581834
271306,MOUNTAINVIEW MEDICAL CENTER,MT,59645,46.548207,-110.904216
271307,BENEFIS TETON MEDICAL CENTER,MT,59422,47.81342,-112.192457
271308,ROOSEVELT MEDICAL CENTER,MT,59218,48.151336,-104.515396
271309,PRAIRIE COMMUNITY HOSPITAL,MT,59349,46.791506,-105.315997
271310,GARFIELD COUNTY HEALTH CENTER,MT,59337,47.318524,-106.911328
271311,BIG SANDY MEDICAL CENTER,MT,59520,48.17908,-110.108217
271312,PHILLIPS COUNTY MEDICAL CENTER,MT,59538,48.357098,-107.860356
271313,PIONEER MEDICAL CENTER,MT,59011,45.82848,-109.952427
271314,DEER LODGE MEDICAL CENTER,MT,59722,46.412634,-112.72633
271315,P H S INDIAN HOSPITAL-FT BELKNAP AT HARLEM - CAH,MT,59526,48.485189,-108.767001
271316,FRANCES MAHON DEACONESS HOSPITAL,MT,59230,48.189571,-106.636379
271317,LIVINGSTON HEALTHCARE,MT,59047,45.649939,-110.56915
271318,BARRETT HOSPITAL & HEALTHCARE,MT,59725,45.200654,-112.646003
271319,RUBY VALLEY MEDICAL CENTER,MT,59749,45.452585,-112.191453
271320,CABINET PEAKS MEDICAL CENTER,MT,59923,48.392621,-115.546271
271321,WHEATLAND MEMORIAL HOSPITAL,MT,59036,46.437001,-109.840505
271322,SHERIDAN MEMORIAL HOSPTIAL,MT,59254,48.778677,-104.562998
271323,CLARK FORK VALLEY HOSPITAL,MT,59859,47.469539,-114.891908
271324,PONDERA MEDICAL CENTER,MT,59425,48.173917,-111.958677
271325,ST LUKE COMMUNITY HOSPITAL,MT,59864,47.528835,-114.106242
271326,BEARTOOTH BILLINGS CLINIC,MT,59068,45.211697,-109.243045
271327,ROSEBUD HEALTH CARE CENTER,MT,59327,46.271304,-106.670752
271328,MARIAS MEDICAL CENTER,MT,59474,48.509604,-111.850493
271329,MADISON VALLEY MEDICAL CENTER,MT,59729,45.3514,-111.732567
271330,STILLWATER BILLINGS CLINIC,MT,59019,45.642686,-109.243178
271331,MINERAL COMMUNITY HOSPITAL,MT,59872,47.184726,-114.876579
271332,GLENDIVE MEDICAL CENTER,MT,59330,47.117226,-104.704953
271333,BROADWATER HEALTH CENTER,MT,59644,46.321354,-111.516428
271334,LIBERTY MEDICAL CENTER,MT,59522,48.510497,-110.971834
271335,COMMUNITY HOSPITAL OF ANACONDA,MT,59711,46.133111,-112.956153
271336,NORTH VALLEY HOSPITAL,MT,59937,48.381032,-114.331326
271337,NORTHERN ROCKIES MEDICAL CENTER,MT,59427,48.62878,-112.326345
271338,BIG HORN CO MEMORIAL HOSPITAL,MT,59034,45.728856,-107.61701
271339,P H S INDIAN HOSPITAL CROW / NORTHERN CHEYENNE,MT,59022,45.608203,-107.46986799999999
271340,MARCUS DALY MEMORIAL HOSPITAL - CAH,MT,59840,46.247158,-114.171365
271341,TRINITY HOSPITAL,MT,59201,48.100893,-105.641138
271342,DANIELS MEMORIAL HOSPITAL,MT,59263,48.788624,-105.418587
271343,PROVIDENCE ST JOSEPH MEDICAL CENTER,MT,59860,47.683344,-114.163327
271344,SIDNEY HEALTH CENTER,MT,59270,47.715839,-104.174171
271345,CENTRAL MONTANA MEDICAL CENTER,MT,59457,47.058464,-109.442243
271346,ROUNDUP MEMORIAL HEALTHCARE,MT,59072,46.45335,-108.546333
271347,HOLY ROSARY HEALTHCARE,MT,59301,46.397355,-105.827837
280003,BRYAN MEDICAL CENTER,NE,68506,40.796598,-96.653661
280009,CHI HEALTH GOOD SAMARITAN,NE,68848,40.686053,-99.06931800000001
280013,THE NEBRASKA MEDICAL CENTER,NE,68198,41.291736,-96.171104
280020,CHI HEALTH ST ELIZABETH,NE,68510,40.807609,-96.625179
280023,CHI HEALTH ST FRANCIS,NE,68803,40.924267,-98.370887
280032,MARY LANNING HEALTHCARE,NE,68901,40.592416,-98.387474
280040,METHODIST HOSPITAL,NE,68114,41.259682,-96.041771
280060,CHI HEALTH CREIGHTON UNIVERSITY MEDICAL CENTER - B,NE,68124,41.237904,-96.028717
280061,REGIONAL WEST MEDICAL CENTER,NE,69361,41.885055,-103.665837
280065,GREAT PLAINS HEALTH,NE,69101,41.120746,-100.770199
280077,METHODIST FREMONT HEALTH,NE,68025,41.451464,-96.492473
280081,CHI HEALTH IMMANUEL,NE,68122,41.321839,-96.023788
280105,CHI HEALTH MIDLANDS,NE,68046,41.136866,-96.042825
280111,COLUMBUS COMMUNITY HOSPITAL,NE,68601,41.453273,-97.3849
280125,FAITH REGIONAL HEALTH SERVICES,NE,68701,42.032526,-97.450942
280127,LINCOLN SURGICAL HOSPITAL,NE,68506,40.794718,-96.624974
280128,CHI HEALTH NEBRASKA HEART,NE,68526,40.735476,-96.594607
280129,NEBRASKA ORTHOPAEDIC HOSPITAL,NE,68144,41.232001,-96.135396
280130,CHI HEALTH LAKESIDE,NE,68130,41.23904,-96.180532
280131,MIDWEST SURGICAL HOSPITAL LLC,NE,68114,41.258155,-96.036891
280132,BELLEVUE MEDICAL CENTER,NE,68123,41.13639,-95.94586
280133,"NEBRASKA SPINE HOSPITAL, LLC",NE,68122,41.207471000000005,-96.069085
280134,KEARNEY REGIONAL MEDICAL CENTER,NE,68845,40.6975,-99.0931
281300,HARLAN COUNTY HEALTH SYSTEM,NE,68920,40.219367,-99.33084000000001
281301,FILLMORE COUNTY HOSPITAL,NE,68361,40.536621000000004,-97.599834
281302,PAWNEE COUNTY MEMORIAL HOSPITAL,NE,68420,40.107836999999996,-96.142608
281303,NIOBRARA VALLEY HOSPITAL,NE,68746,42.83028,-98.46619
281304,THAYER COUNTY HEALTH SERVICES,NE,68370,40.160123,-97.593267
281305,KIMBALL HEALTH SERVICES,NE,69145,41.232438,-103.667204
281306,KEARNEY COUNTY HEALTH SERVICES HOSPITAL,NE,68959,40.495778,-98.943203
281307,SAUNDERS MEDICAL CENTER,NE,68066,41.191555,-96.635312
281308,HENDERSON HEALTH CARE SERVICES,NE,68371,40.782888,-97.807361
281309,COMMUNITY MEMORIAL HOSPITAL,NE,68446,40.56654,-96.20988100000001
281310,REGIONAL WEST GARDEN COUNTY HOSPITAL,NE,69154,41.412485,-102.347573
281311,FRANKLIN COUNTY MEMORIAL HOSPITAL,NE,68939,40.101552,-98.954353
281312,GENOA COMMUNITY HOSPITAL,NE,68640,41.445863,-97.732584
281313,GOTHENBURG MEMORIAL HOSPITAL,NE,69138,40.938132,-100.153352
281314,ANNIE JEFFREY MEMORIAL COUNTY HEALTH CENTER,NE,68651,41.170633,-97.57
281315,BRODSTONE MEMORIAL HOSP,NE,68978,40.036673,-98.06959300000001
281316,WEBSTER COUNTY COMMUNITY HOSPITAL,NE,68970,40.201919000000004,-98.50002099999999
281318,MORRILL COUNTY COMMUNITY HOSPITAL,NE,69336,41.66189,-103.091374
281319,JEFFERSON COMMUNITY HEALTH CENTER,NE,68352,40.175641,-97.17102299999999
281320,MEMORIAL HOSPITAL,NE,68818,40.871812,-98.009531
281321,OAKLAND MERCY HOSPITAL,NE,68045,41.834571,-96.459197
281322,ST FRANCIS MEMORIAL HOSPITAL,NE,68788,41.842945,-96.706763
281323,CHI HEALTH SCHUYLER,NE,68661,41.454579,-97.059725
281324,NEMAHA COUNTY HOSPITAL,NE,68305,40.392033,-95.85302
281325,BROWN COUNTY HOSPITAL,NE,69210,42.544934,-99.850045
281326,ANTELOPE MEMORIAL HOSPITAL,NE,68756,42.13215,-98.033774
281327,COZAD COMMUNITY HOSPITAL,NE,69130,40.895003,-99.967448
281328,MERRICK MEDICAL CENTER,NE,68826,41.10661,-98.002652
281329,AVERA ST ANTHONY'S HOSPITAL,NE,68763,42.460338,-98.651118
281330,WARREN MEMORIAL HOSPITAL,NE,68359,40.653693,-97.282052
281331,AVERA CREIGHTON HOSPITAL,NE,68729,42.490856,-97.919351
281332,BUTLER COUNTY HEALTH CARE CENTER,NE,68632,41.246471,-97.123038
281333,ROCK COUNTY HOSPITAL,NE,68714,42.575812,-99.537891
281334,BOONE COUNTY HEALTH CENTER,NE,68620,41.648736,-98.011092
281335,CALLAWAY DISTRICT HOSPITAL,NE,68825,41.290502000000004,-99.921245
281336,YORK GENERAL HOSPITAL,NE,68467,40.882756,-97.5929
281338,HOWARD COUNTY MEDICAL CENTER,NE,68873,41.232405,-98.503283
281339,MEMORIAL HEALTH CARE SYSTEMS,NE,68434,40.909217,-97.091916
281340,DUNDY COUNTY HOSPITAL,NE,69021,40.04722,-101.53322
281341,CHADRON COMMUNITY HOSPITAL CORP,NE,69337,42.822573,-103.012866
281342,CHI HEALTH ST MARY'S,NE,68410,40.658152,-95.862109
281343,WEST HOLT MEMORIAL HOSPITAL,NE,68713,42.52853,-98.98236
281344,CHERRY COUNTY HOSPITAL,NE,69201,42.87278,-100.55096999999999
281345,PROVIDENCE MEDICAL CENTER,NE,68787,42.241705,-97.008061
281346,CHI HEALTH PLAINVIEW,NE,68769,42.35378,-97.788065
281347,OSMOND GENERAL HOSPITAL,NE,68765,42.360661,-97.598511
281348,TRI VALLEY HEALTH SYSTEM,NE,69022,40.279904,-100.179667
281349,PENDER COMMUNITY HOSPITAL,NE,68047,42.110448999999996,-96.723917
281350,JOHNSON COUNTY HOSPITAL,NE,68450,40.379192,-96.197342
281351,CHASE COUNTY COMMUNITY HOSPITAL,NE,69033,40.515114000000004,-101.632038
281352,"COMMUNITY MEDICAL CENTER, INC",NE,68355,40.073908,-95.602053
281353,VALLEY COUNTY HEALTH SYSTEM,NE,68862,41.603213,-98.942676
281354,CRETE AREA MEDICAL CENTER,NE,68333,40.628937,-97.016925
281355,OGALLALA COMMUNITY HOSPITAL,NE,69153,41.150177,-101.720447
281356,PERKINS COUNTY HEALTH SERVICES,NE,69140,40.848268,-101.727182
281357,SIDNEY REGIONAL MEDICAL CENTER,NE,69162,41.130754,-102.98019
281358,GORDON MEMORIAL HOSPITAL DISTRICT,NE,69343,42.811839,-102.199653
281359,MEMORIAL COMMUNITY HOSPITAL MCH & HEALTH SYSTEM,NE,68008,41.551152,-96.145519
281360,BOX BUTTE GENERAL HOSPITAL,NE,69301,42.09302,-102.8702
281361,LEXINGTON REGIONAL HEALTH CENTER,NE,68850,40.873227,-99.718408
281362,PHELPS MEMORIAL HEALTH CENTER,NE,68949,40.447655,-99.382005
281363,COMMUNITY HOSPITAL,NE,69001,40.212666,-100.626715
281364,"BEATRICE COMMUNITY HOSPITAL & HEALTH CENTER, INC",NE,68310,40.313364,-96.69308199999999
281365,JENNIE M MELHAM MEMORIAL MEDICAL CENTER,NE,68822,41.409054,-99.632262
283300,BOYS TOWN NATIONAL RESEARCH HOSPITAL,NE,68131,41.264512,-95.956514
283301,CHILDREN'S HOSPITAL & MEDICAL CENTER,NE,68114,41.259681,-96.040868
290001,RENOWN REGIONAL MEDICAL CENTER,NV,89502,39.524747,-119.796721
290003,SUNRISE HOSPITAL AND MEDICAL CENTER,NV,89109,36.134586,-115.136883
290005,NORTH VISTA HOSPITAL,NV,89030,36.195739,-115.122986
290007,UNIVERSITY MEDICAL CENTER,NV,89102,36.158941,-115.165945
290008,NORTHEASTERN NEVADA REGIONAL HOSPITAL,NV,89801,40.822508,-115.729026
290009,SAINT MARY'S REGIONAL MEDICAL CENTER,NV,89503,39.531619,-119.818243
290012,ST ROSE DOMINICAN HOSPITALS - ROSE DE LIMA CAMPUS,NV,89015,36.038829,-114.983192
290019,CARSON TAHOE REGIONAL MEDICAL CENTER,NV,89703,39.201899,-119.781729
290021,VALLEY HOSPITAL MEDICAL CENTER,NV,89106,36.163914,-115.165463
290022,DESERT SPRINGS HOSPITAL,NV,89119,36.114561,-115.125548
290032,NORTHERN NEVADA MEDICAL CENTER,NV,89434,39.542488,-119.697974
290039,MOUNTAINVIEW HOSPITAL,NV,89128,36.2156,-115.250795
290041,SUMMERLIN HOSPITAL MEDICAL CENTER,NV,89144,36.179638,-115.315776
290042,HARMON HOSPITAL,NV,89119,36.107369,-115.121992
290045,ST ROSE DOMINICAN HOSPITALS - SIENA CAMPUS,NV,89052,36.004419,-115.11516100000001
290046,SPRING VALLEY HOSPITAL MEDICAL CENTER,NV,89118,36.089714,-115.242882
290047,SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER,NV,89148,36.070256,-115.295512
290049,RENOWN SOUTH MEADOWS MEDICAL CENTER,NV,89521,39.435894,-119.758393
290053,ST ROSE DOMINICAN HOSPITALS - SAN MARTIN CAMPUS,NV,89113,36.055545,-115.271323
290054,CENTENNIAL HILLS HOSPITAL MEDICAL CENTER,NV,89149,36.286014,-115.28773
290056,MOUNTAIN'S EDGE HOSPITAL,NV,89148,36.077811,-115.281036
290057,HENDERSON HOSPITAL,NV,89011,36.072808,-115.030745
291300,MOUNT GRANT GENERAL HOSPITAL,NV,89415,38.516632,-118.628452
291301,INCLINE VILLAGE HEALTH CENTER,NV,89451,39.250945,-119.953861
291302,WILLIAM BEE RIRIE HOSPITAL,NV,89301,39.256065,-114.860086
291303,BATTLE MOUNTAIN GENERAL HOSPITAL,NV,89820,40.640652,-116.938821
291304,PERSHING GENERAL HOSPITAL,NV,89419,40.176624,-118.482087
291306,CARSON VALLEY MEDICAL CENTER,NV,89410,38.91932,-119.718681
291307,MESA VIEW REGIONAL HOSPITAL,NV,89027,36.808859,-114.114456
291308,HUMBOLDT GENERAL HOSPITAL,NV,89445,40.971581,-117.728534
291309,BOULDER CITY HOSPITAL,NV,89005,35.968359,-114.843486
291311,DESERT VIEW HOSPITAL,NV,89048,36.214376,-116.023381
291312,GROVER C DILS MEDICAL CENTER,NV,89008,37.622281,-114.511824
291313,BANNER CHURCHILL COMMUNITY HOSPITAL,NV,89406,39.474876,-118.76518
291314,SOUTH LYON MEDICAL CENTER,NV,89447,38.983065,-119.16691399999999
300001,CONCORD HOSPITAL,NH,3301,43.196329,-71.562366
300003,MARY HITCHCOCK MEMORIAL HOSPITAL,NH,3756,43.67797,-72.273746
300005,LAKES REGION GENERAL HOSPITAL,NH,3246,43.528103,-71.460771
300011,ST JOSEPH HOSPITAL,NH,3060,42.750441,-71.479886
300012,ELLIOT HOSPITAL,NH,3103,42.982795,-71.435739
300014,FRISBIE MEMORIAL HOSPITAL,NH,3867,43.298189,-70.961194
300017,PARKLAND MEDICAL CENTER,NH,3038,42.875825,-71.317578
300018,WENTWORTH-DOUGLASS HOSPITAL,NH,3820,43.212442,-70.875139
300019,CHESHIRE MEDICAL CENTER,NH,3431,42.949854,-72.290725
300020,SOUTHERN NH MEDICAL CENTER,NH,3060,42.756061,-71.461229
300023,EXETER HOSPITAL INC,NH,3833,42.983066,-70.934319
300029,PORTSMOUTH REGIONAL HOSPITAL,NH,3801,43.064093,-70.787774
300034,CATHOLIC MEDICAL CENTER,NH,3102,42.991211,-71.47379
301300,UPPER CONNECTICUT VALLEY HOSPITAL,NH,3576,44.904412,-71.481489
301301,COTTAGE HOSPITAL,NH,3785,44.136234,-72.022291
301302,LITTLETON REGIONAL HEALTHCARE,NH,3561,44.316234,-71.825316
301303,WEEKS MEDICAL CENTER,NH,3584,44.48699,-71.554156
301304,NEW LONDON HOSPITAL,NH,3257,43.420929,-72.001493
301305,ALICE PECK DAY MEMORIAL HOSPITAL,NH,3766,43.640293,-72.264366
301306,FRANKLIN REGIONAL HOSPITAL,NH,3235,43.448071,-71.643684
301307,"MEMORIAL HOSPITAL, THE",NH,3860,44.060519,-71.13851
301308,VALLEY REGIONAL HOSPITAL,NH,3743,43.385143,-72.342465
301309,MONADNOCK COMMUNITY HOSPITAL,NH,3458,42.893461,-71.937471
301310,ANDROSCOGGIN VALLEY HOSPITAL,NH,3570,44.487099,-71.156548
301311,SPEARE MEMORIAL HOSPITAL,NH,3264,43.757886,-71.694837
301312,HUGGINS HOSPITAL,NH,3894,43.580944,-71.201575
310001,HACKENSACK UNIVERSITY MEDICAL CENTER,NJ,7601,40.884032,-74.057954
310002,NEWARK BETH ISRAEL MEDICAL CENTER,NJ,7112,40.710054,-74.213787
310003,PALISADES MEDICAL CENTER,NJ,7047,40.794166,-73.995765
310005,HUNTERDON MEDICAL CENTER,NJ,8822,40.532524,-74.86041
310006,ST MARY'S GENERAL HOSPITAL,NJ,7055,40.85828,-74.13721
310008,HOLY NAME MEDICAL CENTER,NJ,7666,40.882377,-74.008629
310009,CLARA MAASS MEDICAL CENTER,NJ,7109,40.79493,-74.16188000000001
310010,PENN MEDICINE PRINCETON MEDICAL CENTER,NJ,8536,40.342197,-74.582062
310011,CAPE REGIONAL MEDICAL CENTER INC,NJ,8210,39.137840999999995,-74.78056
310012,VALLEY HOSPITAL,NJ,7450,40.983204,-74.101761
310014,COOPER UNIVERSITY HOSPITAL,NJ,8103,39.940802,-75.115757
310015,MORRISTOWN MEDICAL CENTER,NJ,7962,40.787896,-74.464855
310016,CAREPOINT HEALTH-CHRIST HOSPITAL,NJ,7306,40.734876,-74.050142
310017,CHILTON MEDICAL CENTER,NJ,7444,40.959237,-74.308102
310019,ST JOSEPH'S UNIVERSITY MEDICAL CENTER,NJ,7503,40.902456,-74.166751
310021,ST FRANCIS MEDICAL CENTER,NJ,8629,40.217126,-74.742576
310022,VIRTUA WEST JERSEY HOSPITALS VOORHEES,NJ,8043,39.842327,-74.927892
310024,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT RAHWAY,NJ,7065,40.612237,-74.291688
310025,CAREPOINT HEALTH - BAYONNE MEDICAL CENTER,NJ,7002,40.667531,-74.112371
310027,TRINITAS REGIONAL MEDICAL CENTER,NJ,7207,40.65892,-74.214355
310028,NEWTON MEDICAL CENTER,NJ,7860,41.055649,-74.76494
310029,OUR LADY OF LOURDES MEDICAL CENTER,NJ,8103,39.927033,-75.095704
310031,DEBORAH HEART AND LUNG CENTER,NJ,8015,39.977274,-74.58621
310032,INSPIRA MEDICAL CENTER VINELAND,NJ,8360,39.447444,-75.057329
310034,RIVERVIEW MEDICAL CENTER,NJ,7701,40.358409,-74.068143
310038,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL,NJ,8901,40.486754,-74.444395
310039,RARITAN BAY MEDICAL CENTER PERTH AMBOY DIVISION,NJ,8861,40.518346,-74.28075
310040,CAREPOINT HEALTH-HOBOKEN UNIVERSITY MEDICAL CENTER,NJ,7030,40.741213,-74.033559
310041,COMMUNITY MEDICAL CENTER,NJ,8755,39.965083,-74.21449
310044,CAPITAL HEALTH MEDICAL CENTER - HOPEWELL,NJ,8534,40.32863,-74.81355699999999
310045,ENGLEWOOD HOSPITAL AND MEDICAL CENTER,NJ,7631,40.902855,-73.967993
310047,SHORE MEDICAL CENTER,NJ,8244,39.314673,-74.592772
310048,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL SOMERSET,NJ,8876,40.568854,-74.595695
310050,SAINT CLARE'S HOSPITAL/ DENVILLE CAMPUS,NJ,7834,40.894376,-74.464479
310051,OVERLOOK MEDICAL CENTER,NJ,7902,40.71241,-74.354023
310052,OCEAN MEDICAL CENTER,NJ,8724,40.078327,-74.129748
310054,HACKENSACK-UMC MOUNTAINSIDE,NJ,7042,40.810255,-74.205332
310057,VIRTUA MEMORIAL HOSPITAL OF BURLINGTON COUNTY,NJ,8060,39.985698,-74.795832
310058,BERGEN REGIONAL MEDICAL CENTER,NJ,7652,40.958602,-74.062151
310060,ST LUKE'S WARREN HOSPITAL,NJ,8865,40.701628,-75.179608
310061,LOURDES MEDICAL CENTER OF BURLINGTON COUNTY,NJ,8046,40.048632,-74.881982
310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY CAMPUS,NJ,8401,39.357791,-74.433942
310069,INSPIRA MEDICAL CENTER ELMER,NJ,8318,39.588142,-75.179457
310070,SAINT PETER'S UNIVERSITY HOSPITAL,NJ,8901,40.501846,-74.45913
310073,JERSEY SHORE UNIVERSITY MEDICAL CENTER,NJ,7754,40.208576,-74.041912
310074,JERSEY CITY MEDICAL CENTER,NJ,7302,40.716666,-74.049952
310075,MONMOUTH MEDICAL CENTER,NJ,7740,40.295448,-73.983598
310076,SAINT BARNABAS MEDICAL CENTER,NJ,7039,40.764045,-74.302334
310081,INSPIRA MEDICAL CENTER WOODBURY,NJ,8096,39.843556,-75.149023
310083,EAST ORANGE GENERAL HOSPITAL,NJ,7018,40.753707,-74.213333
310084,MONMOUTH MEDICAL CENTER-SOUTHERN CAMPUS,NJ,8701,40.074178,-74.21735
310086,JEFFERSON STRATFORD HOSPITAL,NJ,8084,39.828853,-75.008799
310091,MEMORIAL HOSPITAL OF SALEM COUNTY,NJ,8079,39.593404,-75.445855
310092,CAPITAL HEALTH SYSTEM-FULD CAMPUS,NJ,8638,40.235987,-74.752776
310096,SAINT MICHAEL'S MEDICAL CENTER,NJ,7102,40.743034,-74.174503
310108,JFK MEDICAL CTR - ANTHONY M. YELENCSICS COMMUNITY,NJ,8818,40.55787,-74.349499
310110,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL HAMILTON,NJ,8690,40.233577000000004,-74.657602
310111,CENTRASTATE MEDICAL CENTER,NJ,7728,40.23566,-74.312025
310112,BAYSHORE MEDICAL CENTER,NJ,7733,40.404203,-74.193354
310113,SOUTHERN OCEAN MEDICAL CENTER,NJ,8050,39.721499,-74.287136
310115,HACKETTSTOWN MEDICAL CENTER,NJ,7840,40.861646,-74.81378
310118,HUDSON REGIONAL HOSPITAL,NJ,7094,40.791805,-74.072099
310119,UNIVERSITY HOSPITAL,NJ,7101,40.74095,-74.19213
310130,HACKENSACK MERIDIAN HEALTH PASCACK VALLEY MEDICAL,NJ,7675,40.983658,-74.014195
313300,CHILDREN'S SPECIALIZED HOSPITAL,NJ,8901,40.49522,-74.451509
313302,WEISMAN CHILDRENS REHABILITATION HOSPITAL,NJ,8053,39.880588,-74.919209
320001,UNM HOSPITAL,NM,87106,35.087483,-106.618148
320002,CHRISTUS ST VINCENT REGIONAL MEDICAL CENTER,NM,87505,35.657789,-105.946946
320003,ALTA VISTA REGIONAL HOSPITAL,NM,87701,35.62215,-105.209851
320004,GERALD CHAMPION REGIONAL MEDICAL CENTER,NM,88310,32.926862,-105.933917
320005,SAN JUAN REGIONAL MEDICAL CENTER,NM,87401,36.724323,-108.215501
320006,EASTERN NEW MEXICO MEDICAL CENTER,NM,88201,33.4233,-104.527405
320009,LOVELACE MEDICAL CENTER,NM,87102,35.085622,-106.639765
320011,PRESBYTERIAN ESPANOLA HOSPITAL,NM,87532,35.997101,-106.086683
320016,GILA REGIONAL MEDICAL CENTER,NM,88061,32.795524,-108.260908
320017,LOVELACE WOMEN'S HOSPITAL,NM,87109,35.131005,-106.591037
320018,MEMORIAL MEDICAL CENTER,NM,88011,32.291993,-106.735018
320021,PRESBYTERIAN HOSPITAL,NM,87106,35.082295,-106.63453
320022,PLAINS REGIONAL MEDICAL CENTER,NM,88101,34.42049,-103.231763
320030,ARTESIA GENERAL HOSPITAL,NM,88210,32.848603,-104.412752
320033,LOS ALAMOS MEDICAL CENTER,NM,87544,35.882165,-106.319765
320038,REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES,NM,87301,35.5075,-108.727248
320057,SANTA FE PHS INDIAN HOSPITAL,NM,87501,35.66695,-105.969665
320058,MESCALERO PHS INDIAN HOSPITAL,NM,88340,33.154212,-105.803067
320059,NORTHERN NAVAJO MEDICAL CENTER,NM,87420,36.769597,-108.69818799999999
320060,ZUNI COMPREHENSIVE COMMUNITY HEALTH CENTER,NM,87327,35.064494,-108.83846000000001
320061,GALLUP INDIAN MEDICAL CENTER,NM,87301,35.508444,-108.730226
320062,CROWNPOINT HEALTHCARE FACILITY,NM,87313,35.598506,-108.00016799999999
320063,CARLSBAD MEDICAL CENTER,NM,88220,32.44184,-104.258642
320065,LEA REGIONAL MEDICAL CENTER,NM,88240,32.765988,-103.186034
320067,GUADALUPE COUNTY HOSPITAL,NM,88435,34.929504,-104.694224
320070,DHHS USPHS INDIAN HEALTH SERVICES,NM,87049,35.08226,-107.59921999999999
320074,LOVELACE WESTSIDE HOSPITAL,NM,87114,35.207508,-106.675974
320084,ROOSEVELT GENERAL HOSPITAL,NM,88130,34.165665,-103.368199
320085,MOUNTAIN VIEW REGIONAL MEDICAL CENTER,NM,88011,32.322639,-106.728297
320086,LOVELACE REGIONAL HOSPITAL - ROSWELL,NM,88201,33.415976,-104.521754
320089,UNM SANDOVAL REGIONAL MEDICAL CENTER,NM,87144,35.307351,-106.677003
321300,SIERRA VISTA HOSPITAL,NM,87901,33.139104,-107.241975
321301,SOCORRO GENERAL HOSPITAL,NM,87801,34.038721,-106.912014
321302,DR DAN C TRIGG MEMORIAL HOSPITAL,NM,88401,35.156231,-103.723446
321304,UNION COUNTY GENERAL HOSPITAL,NM,88415,36.455169,-103.19326
321305,NOR-LEA HOSPITAL DISTRICT,NM,88260,32.96479,-103.348637
321306,LINCOLN COUNTY MEDICAL CENTER,NM,88345,33.323052,-105.631136
