,City,Daylight savings time flag,Latitude,Longitude,State,Timezone,Zip,geopoint
17351,Harriet,1.0,36.021569,-92.48605,AR,-6.0,72639,"36.021569,-92.48605"
17352,Hastings,1.0,34.239191999999996,-98.11312,OK,-6.0,73548,"34.239192,-98.11312"
17353,Tulsa,1.0,36.077221,-96.083477,OK,-6.0,74159,"36.077221,-96.083477"
17354,Rainbow,1.0,32.281220000000005,-97.70926999999999,TX,-6.0,76077,"32.28122,-97.70927"
17355,Fort Worth,1.0,32.771419,-97.291484,TX,-6.0,76192,"32.771419,-97.291484"
17356,Blairsburg,1.0,42.490439,-93.64187,IA,-6.0,50034,"42.490439,-93.64187"
17357,Fort Dodge,1.0,42.499241999999995,-94.18256,IA,-6.0,50501,"42.499242,-94.18256"
17358,Wall Lake,1.0,42.256867,-95.09307,IA,-6.0,51466,"42.256867,-95.09307"
17359,Missouri Valley,1.0,41.557887,-95.90651,IA,-6.0,51555,"41.557887,-95.90651"
17360,Moscow Mills,1.0,38.952723999999996,-90.89199,MO,-6.0,63362,"38.952724,-90.89199"
17361,Belgrade,1.0,37.790928,-90.89305,MO,-6.0,63622,"37.790928,-90.89305"
17362,Jefferson City,1.0,38.530921,-92.249342,MO,-6.0,65107,"38.530921,-92.249342"
17363,Overbrook,1.0,38.775185,-95.52869,KS,-6.0,66524,"38.775185,-95.52869"
17364,Larned,1.0,38.179418,-99.12756999999999,KS,-6.0,67550,"38.179418,-99.12757"
17365,Ashland,1.0,37.196075,-99.77662,KS,-6.0,67831,"37.196075,-99.77662"
17366,Utica,1.0,40.898329,-97.32084,NE,-6.0,68456,"40.898329,-97.32084"
17367,Amelia,1.0,42.214277,-98.98515,NE,-6.0,68711,"42.214277,-98.98515"
17368,Gleason,1.0,45.372921000000005,-89.43748000000001,WI,-6.0,54435,"45.372921,-89.43748"
17369,Comstock,1.0,45.505963,-92.17645999999999,WI,-6.0,54826,"45.505963,-92.17646"
17370,Clearwater,1.0,45.387625,-94.0599,MN,-6.0,55320,"45.387625,-94.0599"
17371,Baton Rouge,1.0,30.515890000000002,-91.080373,LA,-6.0,70892,"30.51589,-91.080373"
17372,Monroe,1.0,32.519393,-92.10755,LA,-6.0,71201,"32.519393,-92.10755"
17373,Chicago,1.0,41.761734000000004,-87.57072,IL,-6.0,60649,"41.761734,-87.57072"
17374,Cullom,1.0,40.873000000000005,-88.28676,IL,-6.0,60929,"40.873,-88.28676"
17375,Fairview,1.0,40.642927,-90.17174,IL,-6.0,61432,"40.642927,-90.17174"
17376,Greenville,1.0,44.293820000000004,-88.53556999999999,WI,-6.0,54942,"44.29382,-88.53557"
17377,Colorado Springs,1.0,38.629157,-104.45068,CO,-7.0,80928,"38.629157,-104.45068"
17378,Robstown,1.0,27.782255,-97.68609,TX,-6.0,78380,"27.782255,-97.68609"
17379,Harper,1.0,30.334152000000003,-99.2956,TX,-6.0,78631,"30.334152,-99.2956"
17380,Nolan,1.0,32.269771999999996,-100.23572,TX,-6.0,79537,"32.269772,-100.23572"
17381,Lotus,1.0,38.817357,-120.92213000000001,CA,-8.0,95651,"38.817357,-120.92213"
17382,Tacoma,1.0,47.1309,-122.37588999999998,WA,-8.0,98446,"47.1309,-122.37589"
17383,Rehoboth,1.0,35.533134000000004,-108.65253,NM,-7.0,87322,"35.533134,-108.65253"
17384,Playas,1.0,31.859178000000004,-108.53985,NM,-7.0,88009,"31.859178,-108.53985"
17385,San Francisco,1.0,37.784827,-122.727802,CA,-8.0,94153,"37.784827,-122.727802"
17386,Glencoe,1.0,38.356552,-120.58318,CA,-8.0,95232,"38.356552,-120.58318"
17387,Wilseyville,1.0,38.377741,-120.45741000000001,CA,-8.0,95257,"38.377741,-120.45741"
17388,Tecate,1.0,32.588485,-116.63033999999999,CA,-8.0,91980,"32.588485,-116.63034"
17389,Laredo,1.0,27.514845,-99.49991,TX,-6.0,78040,"27.514845,-99.49991"
17390,Pilot Point,1.0,57.508178,-157.39907,AK,-9.0,99649,"57.508178,-157.39907"
17391,Fairbanks,1.0,64.860846,-147.82681000000002,AK,-9.0,99775,"64.860846,-147.82681"
17392,Barwick,1.0,30.890906,-83.73816,GA,-5.0,31720,"30.890906,-83.73816"
17393,Fort Myers,1.0,26.629875,-81.857683,FL,-5.0,33961,"26.629875,-81.857683"
17394,Montverde,1.0,28.597126,-81.67579,FL,-5.0,34756,"28.597126,-81.67579"
17395,Lester,1.0,34.967939,-87.11731999999999,AL,-6.0,35647,"34.967939,-87.11732"
17396,Maury City,1.0,35.815535,-89.22386,TN,-6.0,38050,"35.815535,-89.22386"
17397,Arjay,1.0,36.836208,-83.63388,KY,-5.0,40902,"36.836208,-83.63388"
17398,Bimble,1.0,36.887081,-83.81551999999999,KY,-5.0,40915,"36.887081,-83.81552"
17399,Morgantown,0.0,39.351269,-86.26805999999999,IN,-5.0,46160,"39.351269,-86.26806"
17400,Covington,1.0,39.067811,-84.5039,KY,-5.0,41014,"39.067811,-84.5039"
17401,La Mirada,1.0,33.90213,-118.00966000000001,CA,-8.0,90638,"33.90213,-118.00966"
17402,Glenwood,1.0,33.401692,-108.63575,NM,-7.0,88039,"33.401692,-108.63575"
17403,Ford,1.0,47.889348,-117.82325,WA,-8.0,99013,"47.889348,-117.82325"
17404,Mountain Village,1.0,62.090075,-163.72393,AK,-9.0,99632,"62.090075,-163.72393"
17405,Saint Paul,1.0,45.005902,-93.105869,MN,-6.0,55188,"45.005902,-93.105869"
17406,Edgemont,1.0,43.424499,-103.90273,SD,-7.0,57735,"43.424499,-103.90273"
17407,Belcher,1.0,37.357535999999996,-82.3631,KY,-5.0,41513,"37.357536,-82.3631"
17408,Rockbridge,1.0,39.545786,-82.57704,OH,-5.0,43149,"39.545786,-82.57704"
17409,Columbus,1.0,39.897695,-82.96969,OH,-5.0,43207,"39.897695,-82.96969"
17410,Monroeville,1.0,41.238863,-82.70909,OH,-5.0,44847,"41.238863,-82.70909"
17411,Piketon,1.0,39.046079,-83.06459,OH,-5.0,45661,"39.046079,-83.06459"
17412,Jacksonville,1.0,30.292631,-81.80502,FL,-5.0,32221,"30.292631,-81.80502"
17413,Miami,1.0,25.702929,-80.29642,FL,-5.0,33143,"25.702929,-80.29642"
17414,Sheldon,1.0,43.184994,-95.85888,IA,-6.0,51201,"43.184994,-95.85888"
17415,Livonia,1.0,42.239933,-83.150823,MI,-5.0,48153,"42.239933,-83.150823"
17416,Commerce Township,1.0,42.593035,-83.48997,MI,-5.0,48382,"42.593035,-83.48997"
17417,Irwinville,1.0,31.706283000000003,-83.408633,GA,-5.0,31760,"31.706283,-83.408633"
17418,Orange Park,1.0,29.956068,-81.815115,FL,-5.0,32067,"29.956068,-81.815115"
17419,Indian Mound,1.0,36.48677,-87.66331,TN,-6.0,37079,"36.48677,-87.66331"
17420,Orlinda,1.0,36.60983,-86.69226,TN,-6.0,37141,"36.60983,-86.69226"
17421,Germantown,1.0,35.201738,-89.971538,TN,-6.0,38183,"35.201738,-89.971538"
17422,Guys,1.0,35.047877,-88.52289,TN,-6.0,38339,"35.047877,-88.52289"
17423,Mound Bayou,1.0,33.887043,-90.73549,MS,-6.0,38762,"33.887043,-90.73549"
17424,Middletown,0.0,40.035903999999995,-85.52036,IN,-5.0,47356,"40.035904,-85.52036"
17425,Rochester,1.0,33.308203000000006,-99.86203,TX,-6.0,79544,"33.308203,-99.86203"
17426,Empire,1.0,39.762834999999995,-105.71302,CO,-7.0,80438,"39.762835,-105.71302"
17427,Cowley,1.0,44.929728000000004,-108.45634,WY,-7.0,82420,"44.929728,-108.45634"
17428,Naperville,1.0,41.839679,-88.088716,IL,-6.0,60567,"41.839679,-88.088716"
17429,Kansas City,1.0,39.035038,-94.356728,MO,-6.0,64171,"39.035038,-94.356728"
17430,Austin,1.0,34.998573,-91.98416999999999,AR,-6.0,72007,"34.998573,-91.98417"
17431,Elk City,1.0,37.279439,-95.93171,KS,-6.0,67344,"37.279439,-95.93171"
17432,Tyler,1.0,32.539879,-95.419983,TX,-6.0,75711,"32.539879,-95.419983"
17433,El Paso,1.0,31.694841999999998,-106.29998700000002,TX,-7.0,88543,"31.694842,-106.299987"
17434,Wilmington,1.0,39.564499,-75.597047,DE,-5.0,19891,"39.564499,-75.597047"
17435,Washington,1.0,38.872553,-76.996605,DC,-5.0,20388,"38.872553,-76.996605"
17436,Washington,1.0,38.899060999999996,-77.040149,DC,-5.0,20570,"38.899061,-77.040149"
17437,Prince Frederick,1.0,38.535115999999995,-76.58431999999999,MD,-5.0,20678,"38.535116,-76.58432"
17438,Lutherville Timonium,1.0,39.438964,-76.592139,MD,-5.0,21094,"39.438964,-76.592139"
17439,Cohasset,1.0,42.241908,-70.81223,MA,-5.0,2025,"42.241908,-70.81223"
17440,North Truro,1.0,42.028890000000004,-70.07938,MA,-5.0,2652,"42.02889,-70.07938"
17441,Paris,1.0,44.264111,-70.498513,ME,-5.0,4271,"44.264111,-70.498513"
17442,Winthrop,1.0,44.31842,-69.95997,ME,-5.0,4364,"44.31842,-69.95997"
17443,Port Leyden,1.0,43.580184,-75.31756999999999,NY,-5.0,13433,"43.580184,-75.31757"
17444,Sergeantsville,1.0,40.563654,-74.949409,NJ,-5.0,8557,"40.563654,-74.949409"
17445,Lakewood,1.0,40.082782,-74.2094,NJ,-5.0,8701,"40.082782,-74.2094"
17446,Stoneboro,1.0,41.335390999999994,-80.08895,PA,-5.0,16153,"41.335391,-80.08895"
17447,Milton,1.0,38.702793,-85.37187,KY,-5.0,40045,"38.702793,-85.37187"
17448,Midway,1.0,38.153759,-84.70928,KY,-5.0,40347,"38.153759,-84.70928"
17449,Lexington,1.0,38.028269,-84.47150500000001,KY,-5.0,40586,"38.028269,-84.471505"
17450,Pilot Mountain,1.0,36.398995,-80.48006,NC,-5.0,27041,"36.398995,-80.48006"
17451,Robbins,1.0,35.447663,-79.57555,NC,-5.0,27325,"35.447663,-79.57555"
17452,Raleigh,1.0,35.774451,-78.63274,NC,-5.0,27601,"35.774451,-78.63274"
17453,Raleigh,1.0,35.797692,-78.625265,NC,-5.0,27690,"35.797692,-78.625265"
17454,Charlotte,1.0,35.260020000000004,-80.804151,NC,-5.0,28229,"35.26002,-80.804151"
17455,Burgaw,1.0,34.554821000000004,-77.92764,NC,-5.0,28425,"34.554821,-77.92764"
17456,Saint Petersburg,1.0,27.891809000000002,-82.724763,FL,-5.0,33736,"27.891809,-82.724763"
17457,Kalkaska,1.0,44.743834,-85.08986,MI,-5.0,49646,"44.743834,-85.08986"
17458,Saint Charles,1.0,41.304096,-93.79728,IA,-6.0,50240,"41.304096,-93.79728"
17459,Riceville,1.0,43.376582,-92.54755,IA,-6.0,50466,"43.376582,-92.54755"
17460,Purcell,1.0,37.241939,-94.43498000000001,MO,-6.0,64857,"37.241939,-94.43498"
17461,Virginia,1.0,40.239986,-96.49181999999999,NE,-6.0,68458,"40.239986,-96.49182"
17462,Kearney,1.0,40.713265,-99.11839,NE,-6.0,68845,"40.713265,-99.11839"
17463,Farber,1.0,39.267199,-91.56669000000001,MO,-6.0,63345,"39.267199,-91.56669"
17464,Granger,1.0,40.453333,-92.1474,MO,-6.0,63442,"40.453333,-92.1474"
17465,Leopold,1.0,37.247942,-89.88904000000001,MO,-6.0,63760,"37.247942,-89.88904"
17466,Odell,1.0,41.00148,-88.52981,IL,-6.0,60460,"41.00148,-88.52981"
17467,Rochelle,1.0,41.935139,-89.06891,IL,-6.0,61068,"41.935139,-89.06891"
17468,Highland Park,1.0,42.421935999999995,-83.09980999999999,MI,-5.0,48203,"42.421936,-83.09981"
17469,Gladwin,1.0,44.041529,-84.46503,MI,-5.0,48624,"44.041529,-84.46503"
17470,Lafayette,1.0,30.21385,-92.01866,LA,-6.0,70504,"30.21385,-92.01866"
17471,Jenks,1.0,36.012562,-95.98241,OK,-6.0,74037,"36.012562,-95.98241"
17472,Allen,1.0,33.092846,-96.62447,TX,-6.0,75002,"33.092846,-96.62447"
17473,Dallas,1.0,32.938774,-96.78543,TX,-6.0,75240,"32.938774,-96.78543"
17474,Fort Worth,1.0,32.830932000000004,-97.04778,TX,-6.0,76155,"32.830932,-97.04778"
17475,Harshaw,1.0,45.707456,-89.68876999999999,WI,-6.0,54529,"45.707456,-89.68877"
17476,Saxon,1.0,46.495575,-90.45101,WI,-6.0,54559,"46.495575,-90.45101"
17477,Wilton,1.0,47.501402,-94.99344,MN,-6.0,56687,"47.501402,-94.99344"
17478,Treynor,1.0,41.231146,-95.61155,IA,-6.0,51575,"41.231146,-95.61155"
17479,Birmingham,1.0,40.86112,-91.97867,IA,-6.0,52535,"40.86112,-91.97867"
17480,Germantown,1.0,43.219155,-88.12043,WI,-6.0,53022,"43.219155,-88.12043"
17481,Liberty,1.0,36.000953,-85.97669,TN,-6.0,37095,"36.000953,-85.97669"
17482,Ten Mile,1.0,35.684788,-84.67782,TN,-5.0,37880,"35.684788,-84.67782"
17483,Millington,1.0,35.201738,-89.971538,TN,-6.0,38055,"35.201738,-89.971538"
17484,Memphis,1.0,35.016803,-89.84701,TN,-6.0,38141,"35.016803,-89.84701"
17485,Sherman,1.0,34.359456,-88.83873,MS,-6.0,38869,"34.359456,-88.83873"
17486,Big Creek,1.0,33.859553999999996,-89.43745,MS,-6.0,38914,"33.859554,-89.43745"
17487,Fort McCoy,1.0,29.401522999999997,-81.83636,FL,-5.0,32134,"29.401523,-81.83636"
17488,Cleveland,1.0,41.432149,-81.80467,OH,-5.0,44135,"41.432149,-81.80467"
17489,Fort Wayne,0.0,41.093763,-85.070713,IN,-5.0,46856,"41.093763,-85.070713"
17490,Stuart,1.0,27.195290999999997,-80.25225,FL,-5.0,34994,"27.195291,-80.25225"
17491,Normal,1.0,34.733964,-86.522913,AL,-6.0,35762,"34.733964,-86.522913"
17492,Salyersville,1.0,37.745824,-83.073603,KY,-5.0,41463,"37.745824,-83.073603"
17493,Sparta,1.0,40.394773,-82.69951999999999,OH,-5.0,43350,"40.394773,-82.69952"
17494,Rudolph,1.0,41.28447,-83.69515,OH,-5.0,43462,"41.28447,-83.69515"
17495,Troy,1.0,42.606088,-83.297593,MI,-5.0,48007,"42.606088,-83.297593"
17496,Frontier,1.0,41.782499,-84.604662,MI,-5.0,49239,"41.782499,-84.604662"
17497,Andrews,1.0,33.45053,-79.59233,SC,-5.0,29510,"33.45053,-79.59233"
17498,Myrtle Beach,1.0,33.729439,-78.97824,SC,-5.0,29579,"33.729439,-78.97824"
17499,Conrad,1.0,42.238432,-92.90748,IA,-6.0,50621,"42.238432,-92.90748"
17500,Ireton,1.0,42.971195,-96.32512,IA,-6.0,51027,"42.971195,-96.32512"
17501,South Byron,1.0,43.041606,-78.057252,NY,-5.0,14557,"43.041606,-78.057252"
17502,Victor,1.0,42.980323,-77.42022,NY,-5.0,14564,"42.980323,-77.42022"
17503,Lakewood,1.0,42.098657,-79.32439000000001,NY,-5.0,14750,"42.098657,-79.32439"
17504,Elmira,1.0,42.147285,-76.750888,NY,-5.0,14902,"42.147285,-76.750888"
17505,Webster,1.0,40.186046999999995,-79.84994,PA,-5.0,15087,"40.186047,-79.84994"
17506,Richmond,1.0,37.637622,-77.46836,VA,-5.0,23280,"37.637622,-77.46836"
17507,Exmore,1.0,37.522269,-75.86131999999999,VA,-5.0,23350,"37.522269,-75.86132"
17508,Manassas,1.0,38.685117,-77.44796,VA,-5.0,20112,"38.685117,-77.44796"
17509,Baltimore,1.0,39.388799,-76.613325,MD,-5.0,21252,"39.388799,-76.613325"
17510,Rocky Ridge,1.0,39.610752000000005,-77.34166,MD,-5.0,21778,"39.610752,-77.34166"
17511,Whaleyville,1.0,38.408972999999996,-75.29575,MD,-5.0,21872,"38.408973,-75.29575"
17512,North East,1.0,39.593813,-75.95602,MD,-5.0,21901,"39.593813,-75.95602"
17513,Fredericksburg,1.0,38.317636,-77.43297,VA,-5.0,22405,"38.317636,-77.43297"
17514,Nellysford,1.0,37.905649,-78.90273,VA,-5.0,22958,"37.905649,-78.90273"
17515,Margate City,1.0,39.329415999999995,-74.50661,NJ,-5.0,8402,"39.329416,-74.50661"
17516,Woodside,1.0,40.742869,-73.90377,NY,-5.0,11377,"40.742869,-73.90377"
17517,Tully,1.0,42.802031,-76.12716999999999,NY,-5.0,13159,"42.802031,-76.12717"
17518,Fajardo,0.0,18.326732,-65.652484,PR,-4.0,748,"18.326732,-65.652484"
17519,West Boxford,1.0,42.635443,-70.87912299999999,MA,-5.0,1885,"42.635443,-70.879123"
17520,Silver Beach,1.0,41.799312,-70.308662,MA,-5.0,2565,"41.799312,-70.308662"
17521,North Attleboro,1.0,41.975495,-71.33086,MA,-5.0,2760,"41.975495,-71.33086"
17522,Morgantown,1.0,39.628475,-79.98796,WV,-5.0,26501,"39.628475,-79.98796"
17523,Gibsonville,1.0,36.125747,-79.56352,NC,-5.0,27249,"36.125747,-79.56352"
17524,Lansford,1.0,48.611257,-101.4194,ND,-6.0,58750,"48.611257,-101.4194"
17525,Joliet,1.0,41.54338,-88.11963,IL,-6.0,60435,"41.54338,-88.11963"
17526,Benson,1.0,40.850381,-89.11878,IL,-6.0,61516,"40.850381,-89.11878"
17527,Putnam,1.0,41.198060999999996,-89.43131,IL,-6.0,61560,"41.198061,-89.43131"
17528,Fisher,1.0,40.313921,-88.3742,IL,-6.0,61843,"40.313921,-88.3742"
17529,Augusta,1.0,40.223836999999996,-90.93288000000001,IL,-6.0,62311,"40.223837,-90.93288"
17530,Willow Lake,1.0,44.623706,-97.68489,SD,-6.0,57278,"44.623706,-97.68489"
17531,Tampa,1.0,27.871964000000002,-82.438841,FL,-5.0,33682,"27.871964,-82.438841"
17532,Saint Petersburg,1.0,27.843052,-82.6449,FL,-5.0,33702,"27.843052,-82.6449"
17533,Bon Air,1.0,33.256886,-86.338572,AL,-6.0,35032,"33.256886,-86.338572"
17534,Jenkins,1.0,37.192483,-82.6235,KY,-5.0,41537,"37.192483,-82.6235"
17535,North Baltimore,1.0,41.18394,-83.67053,OH,-5.0,45872,"41.18394,-83.67053"
17536,Milroy,0.0,39.484598,-85.47698000000001,IN,-5.0,46156,"39.484598,-85.47698"
17537,Gaston,0.0,40.320458,-85.50656,IN,-5.0,47342,"40.320458,-85.50656"
17538,Fort Ritner,0.0,38.773826,-86.28146,IN,-5.0,47430,"38.773826,-86.28146"
17539,Nunica,1.0,43.091183,-86.07346,MI,-5.0,49448,"43.091183,-86.07346"
17540,Interlochen,1.0,44.634131,-85.8079,MI,-5.0,49643,"44.634131,-85.8079"
17541,Madrid,1.0,41.877415,-93.79925,IA,-6.0,50156,"41.877415,-93.79925"
17542,Canaan,1.0,42.399159000000004,-73.42756999999999,NY,-5.0,12029,"42.399159,-73.42757"
17543,Syracuse,1.0,43.02143,-76.197701,NY,-5.0,13218,"43.02143,-76.197701"
17544,North English,1.0,41.527681,-92.09326,IA,-6.0,52316,"41.527681,-92.09326"
17545,Lakewood,1.0,45.312629,-88.47583,WI,-6.0,54138,"45.312629,-88.47583"
17546,Fairview,1.0,35.526686,-82.37541999999999,NC,-5.0,28730,"35.526686,-82.37542"
17547,Lahmansville,1.0,39.153987,-79.07088,WV,-5.0,26731,"39.153987,-79.07088"
17548,Winston Salem,1.0,36.027482,-80.20728000000001,NC,-5.0,27108,"36.027482,-80.20728"
17549,Candor,1.0,35.280008,-79.79467,NC,-5.0,27229,"35.280008,-79.79467"
17550,High Point,1.0,35.964586,-80.02239,NC,-5.0,27262,"35.964586,-80.02239"
17551,Henderson,1.0,36.33705,-78.387374,NC,-5.0,27537,"36.33705,-78.387374"
17552,Summerville,1.0,34.484483000000004,-85.34554399999999,GA,-5.0,30754,"34.484483,-85.345544"
17553,Unadilla,1.0,32.24473,-83.72075,GA,-5.0,31091,"32.24473,-83.72075"
17554,Stony Point,1.0,35.846848,-81.05152,NC,-5.0,28678,"35.846848,-81.05152"
17555,Union Grove,1.0,36.03559,-80.91265,NC,-5.0,28689,"36.03559,-80.91265"
17556,Chestertown,1.0,39.034637,-76.092127,MD,-5.0,21690,"39.034637,-76.092127"
17557,Whittier,1.0,33.786594,-118.29866200000001,CA,-8.0,90608,"33.786594,-118.298662"
17558,Kernville,1.0,35.784366999999996,-118.43768999999999,CA,-8.0,93238,"35.784367,-118.43769"
17559,Squaw Valley,1.0,36.713181,-119.18327,CA,-8.0,93675,"36.713181,-119.18327"
17560,Los Altos,1.0,37.189396,-121.705327,CA,-8.0,94023,"37.189396,-121.705327"
17561,El Paso,1.0,31.694841999999998,-106.29998700000002,TX,-7.0,88540,"31.694842,-106.299987"
17562,Keyport,1.0,47.702342,-122.62553999999999,WA,-8.0,98345,"47.702342,-122.62554"
17563,Waitsburg,1.0,46.209202000000005,-118.15883999999998,WA,-8.0,99361,"46.209202,-118.15884"
17564,Flagtown,1.0,40.518578000000005,-74.68545,NJ,-5.0,8821,"40.518578,-74.68545"
17565,Caribou,1.0,46.878869,-68.01128,ME,-5.0,4736,"46.878869,-68.01128"
17566,Salisbury,1.0,43.914026,-73.10703000000001,VT,-5.0,5769,"43.914026,-73.10703"
17567,Westfield,1.0,42.133642,-72.75029,MA,-5.0,1085,"42.133642,-72.75029"
17568,Colrain,1.0,42.673371,-72.73104000000001,MA,-5.0,1340,"42.673371,-72.73104"
17569,Huntington,1.0,38.413384,-82.277401,WV,-5.0,25728,"38.413384,-82.277401"
17570,Colliers,1.0,40.352942999999996,-80.55585,WV,-5.0,26035,"40.352943,-80.55585"
17571,Sarasota,1.0,27.335023,-82.53716899999999,FL,-5.0,34230,"27.335023,-82.537169"
17572,Kissimmee,1.0,27.995287,-81.259332,FL,-5.0,34742,"27.995287,-81.259332"
17573,Wellington,1.0,33.862349,-85.89511999999999,AL,-6.0,36279,"33.862349,-85.89512"
17574,Bell Buckle,1.0,35.616935,-86.39629000000001,TN,-6.0,37020,"35.616935,-86.39629"
17575,Taneytown,1.0,39.665171,-77.17264,MD,-5.0,21787,"39.665171,-77.17264"
17576,Tappahannock,1.0,37.916171999999996,-76.90656,VA,-5.0,22560,"37.916172,-76.90656"
17577,Bridgewater,1.0,38.398049,-79.00071,VA,-5.0,22812,"38.398049,-79.00071"
17578,Elkridge,1.0,39.197119,-76.75178000000001,MD,-5.0,21075,"39.197119,-76.75178"
17579,Roaring Gap,1.0,36.388459999999995,-81.00733000000001,NC,-5.0,28668,"36.38846,-81.00733"
17580,Waynesville,1.0,35.511094,-82.99606999999999,NC,-5.0,28786,"35.511094,-82.99607"
17581,Greer,1.0,34.911469,-82.25178000000001,SC,-5.0,29650,"34.911469,-82.25178"
17582,Haysi,1.0,37.213189,-82.29759,VA,-5.0,24256,"37.213189,-82.29759"
17583,Stonega,1.0,36.953228,-82.79025,VA,-5.0,24285,"36.953228,-82.79025"
17584,Coupland,1.0,30.460372999999997,-97.3935,TX,-6.0,78615,"30.460373,-97.3935"
17585,Ropesville,1.0,33.425342,-102.16505,TX,-6.0,79358,"33.425342,-102.16505"
17586,Meeteetse,1.0,44.20528,-108.92718,WY,-7.0,82433,"44.20528,-108.92718"
17587,Baton Rouge,1.0,30.515890000000002,-91.080373,LA,-6.0,70879,"30.51589,-91.080373"
17588,Shreveport,1.0,32.607556,-93.75256,LA,-6.0,71120,"32.607556,-93.75256"
17589,Pleasant Grove,1.0,35.819261,-91.88291,AR,-6.0,72567,"35.819261,-91.88291"
17590,Shamrock,1.0,35.910408000000004,-96.57768,OK,-6.0,74068,"35.910408,-96.57768"
17591,Paguate,1.0,35.132003999999995,-107.36563999999998,NM,-7.0,87040,"35.132004,-107.36564"
17592,Albuquerque,1.0,35.044339,-106.672872,NM,-7.0,87187,"35.044339,-106.672872"
17593,Las Vegas,1.0,36.067495,-115.26038999999999,NV,-8.0,89113,"36.067495,-115.26039"
17594,Los Angeles,1.0,33.986212,-118.37098999999999,CA,-8.0,90056,"33.986212,-118.37099"
17595,Tacoma,1.0,47.151297,-122.567631,WA,-8.0,98438,"47.151297,-122.567631"
17596,Tarzana,1.0,34.164255,-118.54472,CA,-8.0,91356,"34.164255,-118.54472"
17597,Riverside,1.0,33.752886,-116.055617,CA,-8.0,92513,"33.752886,-116.055617"
17598,Newport Beach,1.0,33.619221,-117.93087,CA,-8.0,92663,"33.619221,-117.93087"
17599,Fullerton,1.0,33.869114,-117.92985,CA,-8.0,92832,"33.869114,-117.92985"
17600,Swink,1.0,34.01528,-95.20104,OK,-6.0,74761,"34.01528,-95.20104"
17601,Fort Worth,1.0,32.771419,-97.291484,TX,-6.0,76161,"32.771419,-97.291484"
17602,Murphy,1.0,43.135267,-116.46583999999999,ID,-7.0,83650,"43.135267,-116.46584"
17603,Magnetic Springs,1.0,40.353133,-83.26289,OH,-5.0,43036,"40.353133,-83.26289"
17604,Hanover,1.0,42.270426,-90.31076999999999,IL,-6.0,61041,"42.270426,-90.31077"
17605,Scottville,1.0,39.260862,-89.926068,IL,-6.0,62683,"39.260862,-89.926068"
17606,Freeborn,1.0,43.766208,-93.56339,MN,-6.0,56032,"43.766208,-93.56339"
17607,Sturgis,1.0,44.409616,-103.46597,SD,-7.0,57785,"44.409616,-103.46597"
17608,Fairland,0.0,39.61753,-85.88003,IN,-5.0,46126,"39.61753,-85.88003"
17609,Greenwood,0.0,39.62068,-86.15126,IN,-5.0,46142,"39.62068,-86.15126"
17610,Bourbon,0.0,41.301049,-86.1114,IN,-5.0,46504,"41.301049,-86.1114"
17611,Freelandville,0.0,38.867886,-87.30865,IN,-5.0,47535,"38.867886,-87.30865"
17612,Metamora,1.0,42.938891,-83.29409,MI,-5.0,48455,"42.938891,-83.29409"
17613,Dafter,1.0,46.33614,-84.43525,MI,-5.0,49724,"46.33614,-84.43525"
17614,Westford,1.0,42.592086,-71.43754,MA,-5.0,1886,"42.592086,-71.43754"
17615,North Pembroke,1.0,41.805219,-70.62642,MA,-5.0,2358,"41.805219,-70.62642"
17616,Dupo,1.0,38.227604,-89.65038100000001,IL,-6.0,62270,"38.227604,-89.650381"
17617,Barrett,1.0,45.902998,-95.88297,MN,-6.0,56311,"45.902998,-95.88297"
17618,Fargo,1.0,46.934596,-97.229718,ND,-6.0,58124,"46.934596,-97.229718"
17619,Lowder,1.0,39.749457,-89.60601700000001,IL,-6.0,62662,"39.749457,-89.606017"
17620,Polk,1.0,40.024499,-94.551058,MO,-6.0,64464,"40.024499,-94.551058"
17621,Combs,1.0,35.829657,-93.8354,AR,-6.0,72721,"35.829657,-93.8354"
17622,Anadarko,1.0,35.050671,-98.23984,OK,-6.0,73005,"35.050671,-98.23984"
17623,Levelland,1.0,33.593213,-102.362709,TX,-6.0,79338,"33.593213,-102.362709"
17624,Ashwood,1.0,44.738812,-120.75256999999999,OR,-8.0,97711,"44.738812,-120.75257"
17625,Tacoma,1.0,47.242186,-122.35916,WA,-8.0,98424,"47.242186,-122.35916"
17626,Camp Murray,1.0,47.066193,-122.113223,WA,-8.0,98430,"47.066193,-122.113223"
17627,Tacoma,1.0,47.066193,-122.113223,WA,-8.0,98464,"47.066193,-122.113223"
17628,Pinon Hills,1.0,34.44654,-117.63411,CA,-8.0,92372,"34.44654,-117.63411"
17629,Alcalde,1.0,36.097705,-106.04253999999999,NM,-7.0,87511,"36.097705,-106.04254"
17630,Rancho Palos Verdes,1.0,33.758216,-118.36425,CA,-8.0,90275,"33.758216,-118.36425"
17631,Fruitvale,1.0,35.748414000000004,-89.03267199999999,TN,-6.0,38336,"35.748414,-89.032672"
17632,Holly Bluff,1.0,32.753234,-90.73846,MS,-6.0,39088,"32.753234,-90.73846"
17633,Okeana,1.0,39.352687,-84.78591,OH,-5.0,45053,"39.352687,-84.78591"
17634,Cincinnati,1.0,39.258124,-84.58733000000001,OH,-5.0,45251,"39.258124,-84.58733"
17635,Fort Myers,1.0,26.62365,-81.8727,FL,-5.0,33901,"26.62365,-81.8727"
